POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Jacques Villeneuve,Williams Renault,64,1:30:35.896,10
2,14,Olivier Panis,Prost Mugen Honda,64,+5.804s,6
3,7,Jean Alesi,Benetton Renault,64,+12.534s,4
4,5,Michael Schumacher,Ferrari,64,+17.979s,3
5,16,Johnny Herbert,Sauber Petronas,64,+27.986s,2
6,10,David Coulthard,McLaren Mercedes,64,+29.744s,1
7,9,Mika Hakkinen,McLaren Mercedes,64,+48.785s,0
8,4,Heinz-Harald Frentzen,Williams Renault,64,+64.139s,0
9,12,Giancarlo Fisichella,Jordan Peugeot,64,+64.767s,0
10,8,Gerhard Berger,Benetton Renault,64,+65.670s,0
11,18,Jos Verstappen,Tyrrell Ford,63,+1 lap,0
12,6,Eddie Irvine,Ferrari,63,+1 lap,0
13,23,Jan Magnussen,Stewart Ford,63,+1 lap,0
14,17,Gianni Morbidelli,Sauber Petronas,62,+2 laps,0
15,21,Jarno Trulli,Minardi Hart,62,+2 laps,0
NC,2,Pedro Diniz,Arrows Yamaha,53,DNF,0
NC,11,Ralf Schumacher,Jordan Peugeot,50,DNF,0
NC,22,Rubens Barrichello,Stewart Ford,37,DNF,0
NC,19,Mika Salo,Tyrrell Ford,35,DNF,0
NC,15,Shinji Nakano,Prost Mugen Honda,34,DNF,0
NC,1,Damon Hill,Arrows Yamaha,18,DNF,0
NC,20,Ukyo Katayama,Minardi Hart,11,DNF,0
