POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Ronnie Peterson,Lotus Ford,54,1:28:48.780,9
2,5,Jackie Stewart,Tyrrell Ford,54,+9.010s,6
3,24,Carlos Pace,Surtees Ford,54,+46.640s,4
4,10,Carlos Reutemann,Brabham Ford,54,+47.910s,3
5,20,Jean-Pierre Beltoise,BRM,54,+81.600s,2
6,19,Clay Regazzoni,BRM,54,+98.400s,1
7,4,Arturo Merzario,Ferrari,53,+1 lap,0
8,7,Denny Hulme,McLaren Ford,53,+1 lap,0
9,26,Gijs van Lennep,Iso Marlboro Ford,52,+2 laps,0
10,23,Mike Hailwood,Surtees Ford,49,+5 laps,0
11,1,Emerson Fittipaldi,Lotus Ford,48,DNF,0
NC,25,Howden Ganley,Iso Marlboro Ford,44,+10 laps,0
NC,18,Jean-Pierre Jarier,March Ford,37,DNF,0
NC,28,Rikky von Opel,Ensign Ford,34,DNF,0
NC,11,Wilson Fittipaldi,Brabham Ford,31,DNF,0
NC,12,Graham Hill,Shadow Ford,28,DNF,0
NC,16,George Follmer,Shadow Ford,23,DNF,0
NC,9,Rolf Stommelen,Brabham Ford,21,DNF,0
NC,17,Jackie Oliver,Shadow Ford,9,DNF,0
NC,6,Francois Cevert,Tyrrell Ford,6,DNF,0
NC,27,James Hunt,March Ford,3,DNF,0
NC,8,Peter Revson,McLaren Ford,0,DNF,0
NC,15,Mike Beuttler,March Ford,0,DNF,0
