POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,8,Peter Revson,McLaren Ford,67,1:29:18.500,9
2,2,Ronnie Peterson,Lotus Ford,67,+2.800s,6
3,7,Denny Hulme,McLaren Ford,67,+3.000s,4
4,27,James Hunt,March Ford,67,+3.400s,3
5,6,Francois Cevert,Tyrrell Ford,67,+36.600s,2
6,10,Carlos Reutemann,Brabham Ford,67,+44.700s,1
7,19,Clay Regazzoni,BRM,67,+71.700s,0
8,3,Jacky Ickx,Ferrari,67,+77.400s,0
9,25,Howden Ganley,Iso Marlboro Ford,66,+1 lap,0
10,5,Jackie Stewart,Tyrrell Ford,66,+1 lap,0
11,15,Mike Beuttler,March Ford,65,+2 laps,0
12,21,Niki Lauda,BRM,63,+4 laps,0
13,28,Rikky von Opel,Ensign Ford,61,+6 laps,0
NC,11,Wilson Fittipaldi,Brabham Ford,44,DNF,0
NC,1,Emerson Fittipaldi,Lotus Ford,36,DNF,0
NC,29,John Watson,Brabham Ford,36,DNF,0
NC,12,Graham Hill,Shadow Ford,24,DNF,0
NC,22,Chris Amon,Tecno,6,DNF,0
NC,26,Graham McRae,Iso Marlboro Ford,0,DNF,0
NC,20,Jean-Pierre Beltoise,BRM,0,DNF,0
NC,9,Andrea de Adamich,Brabham Ford,0,DNF,0
NC,16,George Follmer,Shadow Ford,0,DNF,0
NC,23,Mike Hailwood,Surtees Ford,0,DNF,0
NC,31,Jochen Mass,Surtees Ford,0,DNF,0
NC,24,Carlos Pace,Surtees Ford,0,DNF,0
NC,30,Jody Scheckter,McLaren Ford,0,DNF,0
NC,14,Roger Williamson,March Ford,0,DNF,0
NC,17,Jackie Oliver,Shadow Ford,0,DNF,0
