POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Jackie Stewart,Tyrrell Ford,70,1:42:13.430,9
2,6,Francois Cevert,Tyrrell Ford,70,+31.840s,6
3,1,Emerson Fittipaldi,Lotus Ford,70,+122.790s,4
4,9,Andrea de Adamich,Brabham Ford,69,+1 lap,3
5,21,Niki Lauda,BRM,69,+1 lap,2
6,22,Chris Amon,Tecno,67,+3 laps,1
7,7,Denny Hulme,McLaren Ford,67,+3 laps,0
8,24,Carlos Pace,Surtees Ford,66,+4 laps,0
9,12,Graham Hill,Shadow Ford,65,+5 laps,0
10,19,Clay Regazzoni,BRM,63,DNF,0
11,15,Mike Beuttler,March Ford,63,DNF,0
NC,14,Jean-Pierre Jarier,March Ford,60,DNF,0
NC,20,Jean-Pierre Beltoise,BRM,56,DNF,0
NC,11,Wilson Fittipaldi,Brabham Ford,46,DNF,0
NC,2,Ronnie Peterson,Lotus Ford,42,DNF,0
NC,8,Peter Revson,McLaren Ford,33,DNF,0
NC,25,Howden Ganley,Iso Marlboro Ford,16,DNF,0
NC,10,Carlos Reutemann,Brabham Ford,14,DNF,0
NC,16,George Follmer,Shadow Ford,13,DNF,0
NC,17,Jackie Oliver,Shadow Ford,11,DNF,0
NC,26,Nanni Galli,Iso Marlboro Ford,6,DNF,0
NC,3,Jacky Ickx,Ferrari,6,DNF,0
NC,23,Mike Hailwood,Surtees Ford,4,DNF,0
