POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Ronnie Peterson,Lotus Ford,54,1:41:36.520,9
2,6,Francois Cevert,Tyrrell Ford,54,+40.920s,6
3,10,Carlos Reutemann,Brabham Ford,54,+46.480s,4
4,5,Jackie Stewart,Tyrrell Ford,54,+46.930s,3
5,3,Jacky Ickx,Ferrari,54,+48.900s,2
6,27,James Hunt,March Ford,54,+82.540s,1
7,4,Arturo Merzario,Ferrari,54,+89.190s,0
8,7,Denny Hulme,McLaren Ford,54,+89.530s,0
9,21,Niki Lauda,BRM,54,+105.760s,0
10,12,Graham Hill,Shadow Ford,53,+1 lap,0
11,20,Jean-Pierre Beltoise,BRM,53,+1 lap,0
12,19,Clay Regazzoni,BRM,53,+1 lap,0
13,24,Carlos Pace,Surtees Ford,51,+3 laps,0
14,25,Howden Ganley,Iso Marlboro Ford,51,+3 laps,0
15,29,Rikky von Opel,Ensign Ford,51,+3 laps,0
16,11,Wilson Fittipaldi,Brabham Ford,50,DNF,0
NC,8,Jody Scheckter,McLaren Ford,43,DNF,0
NC,1,Emerson Fittipaldi,Lotus Ford,41,DNF,0
NC,23,Mike Hailwood,Surtees Ford,29,DNF,0
NC,9,Andrea de Adamich,Brabham Ford,28,DNF,0
NC,15,Reine Wisell,March Ford,20,DNF,0
NC,16,George Follmer,Shadow Ford,16,DNF,0
NC,26,Henri Pescarolo,Iso Marlboro Ford,16,DNF,0
NC,14,Jean-Pierre Jarier,March Ford,7,DNF,0
NC,17,Jackie Oliver,Shadow Ford,0,DNF,0
