POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,David Coulthard,McLaren Mercedes,72,1:38:05.538,10
2,1,Mika Hakkinen,McLaren Mercedes,72,+14.748s,6
3,4,Rubens Barrichello,Ferrari,72,+32.409s,4
4,22,Jacques Villeneuve,BAR Honda,72,+61.322s,3
5,9,Ralf Schumacher,Williams BMW,72,+63.981s,2
6,6,Jarno Trulli,Jordan Mugen Honda,72,+75.604s,1
7,5,Heinz-Harald Frentzen,Jordan Mugen Honda,71,+1 lap,0
8,10,Jenson Button,Williams BMW,71,+1 lap,0
9,11,Giancarlo Fisichella,Benetton Playlife,71,+1 lap,0
10,17,Mika Salo,Sauber Petronas,71,+1 lap,0
11,16,Pedro Diniz,Sauber Petronas,71,+1 lap,0
12,15,Nick Heidfeld,Prost Peugeot,71,+1 lap,0
13,7,Eddie Irvine,Jaguar Cosworth,70,+2 laps,0
14,14,Jean Alesi,Prost Peugeot,70,+2 laps,0
15,20,Marc Gene,Minardi Fondmetal,70,+2 laps,0
NC,3,Michael Schumacher,Ferrari,58,DNF,0
NC,18,Pedro de la Rosa,Arrows Supertec,45,DNF,0
NC,12,Alexander Wurz,Benetton Playlife,34,DNF,0
NC,21,Gaston Mazzacane,Minardi Fondmetal,31,DNF,0
NC,19,Jos Verstappen,Arrows Supertec,25,DNF,0
NC,8,Johnny Herbert,Jaguar Cosworth,20,DNF,0
NC,23,Ricardo Zonta,BAR Honda,16,DNF,0
