POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Michael Schumacher,Ferrari,69,1:41:12.313,10
2,4,Rubens Barrichello,Ferrari,69,+0.174s,6
3,11,Giancarlo Fisichella,Benetton Playlife,69,+15.365s,4
4,1,Mika Hakkinen,McLaren Mercedes,69,+18.561s,3
5,19,Jos Verstappen,Arrows Supertec,69,+52.208s,2
6,6,Jarno Trulli,Jordan Mugen Honda,69,+61.687s,1
7,2,David Coulthard,McLaren Mercedes,69,+62.216s,0
8,23,Ricardo Zonta,BAR Honda,69,+70.455s,0
9,12,Alexander Wurz,Benetton Playlife,69,+79.899s,0
10,16,Pedro Diniz,Sauber Petronas,69,+114.544s,0
11,10,Jenson Button,Williams BMW,68,+1 lap,0
12,21,Gaston Mazzacane,Minardi Fondmetal,68,+1 lap,0
13,7,Eddie Irvine,Jaguar Cosworth,66,+3 laps,0
14,9,Ralf Schumacher,Williams BMW,64,DNF,0
15,22,Jacques Villeneuve,BAR Honda,64,DNF,0
16,20,Marc Gene,Minardi Fondmetal,64,DNF,0
NC,18,Pedro de la Rosa,Arrows Supertec,48,DNF,0
NC,17,Mika Salo,Sauber Petronas,42,DNF,0
NC,14,Jean Alesi,Prost Peugeot,38,DNF,0
NC,15,Nick Heidfeld,Prost Peugeot,34,DNF,0
NC,5,Heinz-Harald Frentzen,Jordan Mugen Honda,32,DNF,0
NC,8,Johnny Herbert,Jaguar Cosworth,14,DNF,0
