POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,David Coulthard,McLaren Mercedes,78,1:49:28.213,10
2,4,Rubens Barrichello,Ferrari,78,+15.889s,6
3,11,Giancarlo Fisichella,Benetton Playlife,78,+18.522s,4
4,7,Eddie Irvine,Jaguar Cosworth,78,+65.924s,3
5,17,Mika Salo,Sauber Petronas,78,+80.774s,2
6,1,Mika Hakkinen,McLaren Mercedes,77,+1 lap,1
7,22,Jacques Villeneuve,BAR Honda,77,+1 lap,0
8,15,Nick Heidfeld,Prost Peugeot,77,+1 lap,0
9,8,Johnny Herbert,Jaguar Cosworth,76,+2 laps,0
10,5,Heinz-Harald Frentzen,Jordan Mugen Honda,70,DNF,0
NC,19,Jos Verstappen,Arrows Supertec,60,DNF,0
NC,3,Michael Schumacher,Ferrari,55,DNF,0
NC,23,Ricardo Zonta,BAR Honda,48,DNF,0
NC,9,Ralf Schumacher,Williams BMW,37,DNF,0
NC,6,Jarno Trulli,Jordan Mugen Honda,36,DNF,0
NC,16,Pedro Diniz,Sauber Petronas,30,DNF,0
NC,14,Jean Alesi,Prost Peugeot,29,DNF,0
NC,21,Gaston Mazzacane,Minardi Fondmetal,22,DNF,0
NC,20,Marc Gene,Minardi Fondmetal,21,DNF,0
NC,12,Alexander Wurz,Benetton Playlife,18,DNF,0
NC,10,Jenson Button,Williams BMW,16,DNF,0
