POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Michael Schumacher,Ferrari,71,1:31:35.271,10
2,11,Giancarlo Fisichella,Benetton Playlife,71,+39.898s,6
3,5,Heinz-Harald Frentzen,Jordan Mugen Honda,71,+42.268s,4
4,6,Jarno Trulli,Jordan Mugen Honda,71,+72.780s,3
5,9,Ralf Schumacher,Williams BMW,70,+1 lap,2
6,10,Jenson Button,Williams BMW,70,+1 lap,1
7,19,Jos Verstappen,Arrows Supertec,70,+1 lap,0
8,18,Pedro de la Rosa,Arrows Supertec,70,+1 lap,0
9,23,Ricardo Zonta,BAR Honda,69,+2 laps,0
10,21,Gaston Mazzacane,Minardi Fondmetal,69,+2 laps,0
NC,8,Johnny Herbert,Jaguar Cosworth,51,DNF,0
NC,20,Marc Gene,Minardi Fondmetal,31,DNF,0
NC,1,Mika Hakkinen,McLaren Mercedes,30,DNF,0
NC,4,Rubens Barrichello,Ferrari,27,DNF,0
NC,7,Eddie Irvine,Jaguar Cosworth,20,DNF,0
NC,22,Jacques Villeneuve,BAR Honda,16,DNF,0
NC,14,Jean Alesi,Prost Peugeot,11,DNF,0
NC,15,Nick Heidfeld,Prost Peugeot,9,DNF,0
NC,12,Alexander Wurz,Benetton Playlife,6,DNF,0
