POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Michael Schumacher,Ferrari,56,1:35:54.235,10
2,2,David Coulthard,McLaren Mercedes,56,+0.732s,6
3,4,Rubens Barrichello,Ferrari,56,+18.444s,4
4,1,Mika Hakkinen,McLaren Mercedes,56,+35.269s,3
5,22,Jacques Villeneuve,BAR Honda,56,+70.692s,2
6,7,Eddie Irvine,Jaguar Cosworth,56,+72.568s,1
7,12,Alexander Wurz,Benetton Playlife,56,+89.314s,0
8,17,Mika Salo,Sauber Petronas,55,+1 lap,0
9,11,Giancarlo Fisichella,Benetton Playlife,55,+1 lap,0
10,19,Jos Verstappen,Arrows Supertec,55,+1 lap,0
11,14,Jean Alesi,Prost Peugeot,55,+1 lap,0
12,6,Jarno Trulli,Jordan Mugen Honda,55,+1 lap,0
13,21,Gaston Mazzacane,Minardi Fondmetal,50,DNF,0
NC,8,Johnny Herbert,Jaguar Cosworth,48,DNF,0
NC,23,Ricardo Zonta,BAR Honda,46,DNF,0
NC,9,Ralf Schumacher,Williams BMW,43,DNF,0
NC,20,Marc Gene,Minardi Fondmetal,36,DNF,0
NC,10,Jenson Button,Williams BMW,18,DNF,0
NC,5,Heinz-Harald Frentzen,Jordan Mugen Honda,7,DNF,0
NC,18,Pedro de la Rosa,Arrows Supertec,0,DNF,0
NC,15,Nick Heidfeld,Prost Peugeot,0,DNF,0
NC,16,Pedro Diniz,Sauber Petronas,0,DNF,0
