POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Mika Hakkinen,McLaren Mercedes,71,1:28:15.818,10
2,2,David Coulthard,McLaren Mercedes,71,+12.535s,6
3,4,Rubens Barrichello,Ferrari,71,+30.795s,4
4,22,Jacques Villeneuve,BAR Honda,70,+1 lap,3
5,10,Jenson Button,Williams BMW,70,+1 lap,2
6,17,Mika Salo,Sauber Petronas,70,+1 lap,1
7,8,Johnny Herbert,Jaguar Cosworth,70,+1 lap,0
8,20,Marc Gene,Minardi Fondmetal,70,+1 lap,0
9,16,Pedro Diniz,Sauber Petronas,70,+1 lap,0
10,12,Alexander Wurz,Benetton Playlife,70,+1 lap,0
11,7,Luciano Burti,Jaguar Cosworth,69,+2 laps,0
12,21,Gaston Mazzacane,Minardi Fondmetal,68,+3 laps,0
NC,23,Ricardo Zonta,BAR Honda,58,DNF,0
NC,9,Ralf Schumacher,Williams BMW,52,DNF,0
NC,15,Nick Heidfeld,Prost Peugeot,41,DNF,0
NC,14,Jean Alesi,Prost Peugeot,41,DNF,0
NC,18,Pedro de la Rosa,Arrows Supertec,32,DNF,0
NC,19,Jos Verstappen,Arrows Supertec,14,DNF,0
NC,5,Heinz-Harald Frentzen,Jordan Mugen Honda,4,DNF,0
NC,3,Michael Schumacher,Ferrari,0,DNF,0
NC,6,Jarno Trulli,Jordan Mugen Honda,0,DNF,0
NC,11,Giancarlo Fisichella,Benetton Playlife,0,DNF,0
