POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Michael Schumacher,Ferrari,67,1:42:00.307,10
2,1,Mika Hakkinen,McLaren Mercedes,67,+13.821s,6
3,2,David Coulthard,McLaren Mercedes,66,+1 lap,4
4,4,Rubens Barrichello,Ferrari,66,+1 lap,3
5,11,Giancarlo Fisichella,Benetton Playlife,66,+1 lap,2
6,18,Pedro de la Rosa,Arrows Supertec,66,+1 lap,1
7,16,Pedro Diniz,Sauber Petronas,65,+2 laps,0
8,21,Gaston Mazzacane,Minardi Fondmetal,65,+2 laps,0
9,14,Jean Alesi,Prost Peugeot,65,+2 laps,0
10,10,Jenson Button,Williams BMW,62,DNF,0
11,8,Johnny Herbert,Jaguar Cosworth,61,DNF,0
12,12,Alexander Wurz,Benetton Playlife,61,DNF,0
NC,23,Ricardo Zonta,BAR Honda,51,DNF,0
NC,20,Marc Gene,Minardi Fondmetal,47,DNF,0
NC,22,Jacques Villeneuve,BAR Honda,46,DNF,0
NC,7,Eddie Irvine,Jaguar Cosworth,29,DNF,0
NC,19,Jos Verstappen,Arrows Supertec,29,DNF,0
NC,9,Ralf Schumacher,Williams BMW,29,DNF,0
NC,17,Mika Salo,Sauber Petronas,27,DNF,0
NC,5,Heinz-Harald Frentzen,Jordan Mugen Honda,2,DNF,0
NC,6,Jarno Trulli,Jordan Mugen Honda,0,DNF,0
