POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,26,Jacques Laffite,Ligier Ford,40,1:40:09.640,9
2,25,Patrick Depailler,Ligier Ford,40,+5.280s,6
3,2,Carlos Reutemann,Lotus Ford,40,+44.140s,4
4,3,Didier Pironi,Tyrrell Ford,40,+85.880s,3
5,12,Gilles Villeneuve,Ferrari,39,+1 lap,2
6,11,Jody Scheckter,Ferrari,39,+1 lap,1
7,30,Jochen Mass,Arrows Ford,39,+1 lap,0
8,7,John Watson,McLaren Ford,39,+1 lap,0
9,29,Riccardo Patrese,Arrows Ford,39,+1 lap,0
10,15,Jean-Pierre Jabouille,Renault,39,+1 lap,0
11,14,Emerson Fittipaldi,Fittipaldi Ford,39,+1 lap,0
12,18,Elio de Angelis,Shadow Ford,39,+1 lap,0
13,22,Derek Daly,Ensign Ford,39,+1 lap,0
14,17,Jan Lammers,Shadow Ford,39,+1 lap,0
15,28,Clay Regazzoni,Williams Ford,38,+2 laps,0
NC,27,Alan Jones,Williams Ford,33,DNF,0
NC,9,Hans-Joachim Stuck,ATS Ford,31,DNF,0
NC,16,Rene Arnoux,Renault,28,DNF,0
NC,8,Patrick Tambay,McLaren Ford,7,DNF,0
NC,20,James Hunt,Wolf Ford,7,DNF,0
NC,6,Nelson Piquet,Brabham Alfa Romeo,5,DNF,0
NC,5,Niki Lauda,Brabham Alfa Romeo,5,DNF,0
NC,1,Mario Andretti,Lotus Ford,2,DNF,0
NC,4,Jean-Pierre Jarier,Tyrrell Ford,0,DNF,0
