POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,25,Patrick Depailler,Ligier Ford,75,1:39:11.840,9
2,2,Carlos Reutemann,Lotus Ford,75,+20.940s,6
3,1,Mario Andretti,Lotus Ford,75,+27.310s,4
4,11,Jody Scheckter,Ferrari,75,+28.680s,3
5,4,Jean-Pierre Jarier,Tyrrell Ford,75,+30.390s,2
6,3,Didier Pironi,Tyrrell Ford,75,+48.430s,1
7,12,Gilles Villeneuve,Ferrari,75,+52.310s,0
8,30,Jochen Mass,Arrows Ford,75,+74.840s,0
9,16,Rene Arnoux,Renault,74,+1 lap,0
10,29,Riccardo Patrese,Arrows Ford,74,+1 lap,0
11,14,Emerson Fittipaldi,Fittipaldi Ford,74,+1 lap,0
12,17,Jan Lammers,Shadow Ford,73,+2 laps,0
13,8,Patrick Tambay,McLaren Ford,72,+3 laps,0
14,9,Hans-Joachim Stuck,ATS Ford,69,+6 laps,0
NC,5,Niki Lauda,Brabham Alfa Romeo,63,DNF,0
NC,31,Hector Rebaque,Lotus Ford,58,DNF,0
NC,27,Alan Jones,Williams Ford,54,DNF,0
NC,18,Elio de Angelis,Shadow Ford,52,DNF,0
NC,28,Clay Regazzoni,Williams Ford,32,DNF,0
NC,20,James Hunt,Wolf Ford,26,DNF,0
NC,7,John Watson,McLaren Ford,21,DNF,0
NC,15,Jean-Pierre Jabouille,Renault,21,DNF,0
NC,26,Jacques Laffite,Ligier Ford,15,DNF,0
NC,6,Nelson Piquet,Brabham Alfa Romeo,15,DNF,0
