POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,27,Alan Jones,Williams Ford,75,1:41:19.775,9
2,11,Jody Scheckter,Ferrari,75,+21.783s,6
3,26,Jacques Laffite,Ligier Ford,75,+63.253s,4
4,6,Nelson Piquet,Brabham Alfa Romeo,74,+1 lap,3
5,25,Jacky Ickx,Ligier Ford,74,+1 lap,2
6,30,Jochen Mass,Arrows Ford,73,+2 laps,1
7,31,Hector Rebaque,Lotus Ford,73,+2 laps,0
NC,3,Didier Pironi,Tyrrell Ford,51,DNF,0
NC,12,Gilles Villeneuve,Ferrari,49,DNF,0
NC,18,Elio de Angelis,Shadow Ford,40,DNF,0
NC,20,Keke Rosberg,Wolf Ford,33,DNF,0
NC,15,Jean-Pierre Jabouille,Renault,26,DNF,0
NC,7,John Watson,McLaren Ford,22,DNF,0
NC,4,Jean-Pierre Jarier,Tyrrell Ford,20,DNF,0
NC,9,Hans-Joachim Stuck,ATS Ford,19,DNF,0
NC,17,Jan Lammers,Shadow Ford,12,DNF,0
NC,1,Mario Andretti,Lotus Ford,9,DNF,0
NC,29,Riccardo Patrese,Arrows Ford,7,DNF,0
NC,8,Patrick Tambay,McLaren Ford,6,DNF,0
NC,5,Niki Lauda,Brabham Alfa Romeo,4,DNF,0
NC,14,Emerson Fittipaldi,Fittipaldi Ford,2,DNF,0
NC,2,Carlos Reutemann,Lotus Ford,1,DNF,0
NC,16,Rene Arnoux,Renault,1,DNF,0
NC,28,Clay Regazzoni,Williams Ford,0,DNF,0
