POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,27,Alan Jones,Williams Ford,45,1:24:48.830,9
2,28,Clay Regazzoni,Williams Ford,45,+2.910s,6
3,26,Jacques Laffite,Ligier Ford,45,+18.390s,4
4,11,Jody Scheckter,Ferrari,45,+31.200s,3
5,7,John Watson,McLaren Ford,45,+97.800s,2
6,30,Jochen Mass,Arrows Ford,44,+1 lap,1
7,4,Geoff Lees,Tyrrell Ford,44,+1 lap,0
8,12,Gilles Villeneuve,Ferrari,44,+1 lap,0
9,3,Didier Pironi,Tyrrell Ford,44,+1 lap,0
10,17,Jan Lammers,Shadow Ford,44,+1 lap,0
11,18,Elio de Angelis,Shadow Ford,43,+2 laps,0
12,6,Nelson Piquet,Brabham Alfa Romeo,42,DNF,0
NC,29,Riccardo Patrese,Arrows Ford,34,DNF,0
NC,8,Patrick Tambay,McLaren Ford,30,DNF,0
NC,20,Keke Rosberg,Wolf Ford,29,DNF,0
NC,5,Niki Lauda,Brabham Alfa Romeo,27,DNF,0
NC,25,Jacky Ickx,Ligier Ford,24,DNF,0
NC,31,Hector Rebaque,Lotus Ford,22,DNF,0
NC,1,Mario Andretti,Lotus Ford,16,DNF,0
NC,16,Rene Arnoux,Renault,9,DNF,0
NC,15,Jean-Pierre Jabouille,Renault,7,DNF,0
NC,14,Emerson Fittipaldi,Fittipaldi Ford,4,DNF,0
NC,2,Carlos Reutemann,Lotus Ford,1,DNF,0
NC,9,Hans-Joachim Stuck,ATS Ford,0,DNF,0
