POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,15,Jackie Stewart,Matra Ford,108,1:59:20.290,9
2,10,Graham Hill,Lotus Ford,108,+24.680s,6
3,5,John Surtees,Honda,107,+1 lap,4
4,14,Dan Gurney,McLaren Ford,107,+1 lap,3
5,16,Jo Siffert,Lotus Ford,105,+3 laps,2
6,2,Bruce McLaren,McLaren Ford,103,+5 laps,1
NC,22,Piers Courage,BRM,93,DNF,0
NC,1,Denny Hulme,McLaren Ford,92,DNF,0
NC,19,Lucien Bianchi,Cooper BRM,88,DNF,0
NC,3,Jack Brabham,Brabham Repco,77,DNF,0
NC,4,Jochen Rindt,Brabham Repco,73,DNF,0
NC,18,Vic Elford,Cooper BRM,71,DNF,0
NC,8,Pedro Rodriguez,BRM,66,DNF,0
NC,17,Jo Bonnier,Mclaren BRM,62,DNF,0
NC,6,Chris Amon,Ferrari,59,DNF,0
NC,21,Jean-Pierre Beltoise,Matra,44,DNF,0
NC,9,Bobby Unser,BRM,35,DNF,0
NC,12,Mario Andretti,Lotus Ford,32,DNF,0
NC,7,Derek Bell,Ferrari,14,DNF,0
