POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,10,Graham Hill,Lotus Ford,90,2:15:20.100,9
2,1,Denny Hulme,McLaren Ford,90,+15.900s,6
3,14,Brian Redman,Cooper BRM,89,+1 lap,4
4,15,Ludovico Scarfiotti,Cooper BRM,89,+1 lap,3
5,6,Jean-Pierre Beltoise,Matra Ford,81,+9 laps,2
NC,2,Bruce McLaren,McLaren Ford,77,DNF,0
NC,7,John Surtees,Honda,74,DNF,0
NC,16,Jo Siffert,Lotus Ford,62,DNF,0
NC,19,Chris Amon,Ferrari,57,DNF,0
NC,5,Piers Courage,BRM,52,DNF,0
NC,9,Pedro Rodriguez,BRM,27,DNF,0
NC,21,Jacky Ickx,Ferrari,13,DNF,0
NC,4,Jochen Rindt,Brabham Repco,10,DNF,0
