POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Bruce McLaren,McLaren Ford,28,1:40:02.100,9
2,11,Pedro Rodriguez,BRM,28,+12.100s,6
3,23,Jacky Ickx,Ferrari,28,+39.600s,4
4,7,Jackie Stewart,Matra Ford,27,+1 lap,3
5,2,Jackie Oliver,Lotus Ford,26,DNF,2
6,15,Lucien Bianchi,Cooper BRM,26,+2 laps,1
7,3,Jo Siffert,Lotus Ford,25,DNF,0
8,10,Jean-Pierre Beltoise,Matra,25,+3 laps,0
NC,14,Piers Courage,BRM,22,DNF,0
NC,6,Denny Hulme,McLaren Ford,18,DNF,0
NC,20,John Surtees,Honda,11,DNF,0
NC,22,Chris Amon,Ferrari,8,DNF,0
NC,12,Richard Attwood,BRM,6,DNF,0
NC,18,Jack Brabham,Brabham Repco,6,DNF,0
NC,16,Brian Redman,Cooper BRM,6,DNF,0
NC,19,Jochen Rindt,Brabham Repco,5,DNF,0
NC,1,Graham Hill,Lotus Ford,5,DNF,0
NC,17,Jo Bonnier,Mclaren BRM,1,DNF,0
