POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Jackie Stewart,Matra Ford,14,2:19:03.200,9
2,3,Graham Hill,Lotus Ford,14,+243.200s,6
3,5,Jochen Rindt,Brabham Repco,14,+249.400s,4
4,9,Jacky Ickx,Ferrari,14,+355.200s,3
5,4,Jack Brabham,Brabham Repco,14,+381.100s,2
6,10,Pedro Rodriguez,BRM,14,+385.000s,1
7,1,Denny Hulme,McLaren Ford,14,+391.000s,0
8,22,Piers Courage,BRM,14,+476.400s,0
9,14,Dan Gurney,Eagle Weslake,14,+493.700s,0
10,18,Hubert Hahne,Lola BMW,14,+611.400s,0
11,21,Jackie Oliver,Lotus Ford,13,+1 lap,0
12,17,Kurt Ahrens,Brabham Repco,13,+1 lap,0
13,2,Bruce McLaren,McLaren Ford,13,+1 lap,0
14,11,Richard Attwood,BRM,13,+1 lap,0
NC,8,Chris Amon,Ferrari,11,DNF,0
NC,12,Jean-Pierre Beltoise,Matra,8,DNF,0
NC,19,Lucien Bianchi,Cooper BRM,6,DNF,0
NC,16,Jo Siffert,Lotus Ford,6,DNF,0
NC,7,John Surtees,Honda,3,DNF,0
NC,20,Vic Elford,Cooper BRM,0,DNF,0
