POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Emerson Fittipaldi,Lotus Ford,90,2:03:41.230,9
2,4,Jacky Ickx,Ferrari,90,+18.920s,6
3,6,Clay Regazzoni,Ferrari,89,+1 lap,4
4,26,Andrea de Adamich,Surtees Ford,89,+1 lap,3
5,20,Peter Revson,McLaren Ford,89,+1 lap,2
6,29,Carlos Pace,March Ford,89,+1 lap,1
7,22,Wilson Fittipaldi,Brabham Ford,88,+2 laps,0
8,12,Tim Schenken,Surtees Ford,88,+2 laps,0
9,21,Dave Walker,Lotus Ford,87,DNF,0
10,18,Graham Hill,Brabham Ford,86,+4 laps,0
11,14,Henri Pescarolo,March Ford,86,+4 laps,0
NC,1,Jackie Stewart,Tyrrell Ford,69,DNF,0
NC,9,Chris Amon,Matra,66,DNF,0
NC,3,Francois Cevert,Tyrrell Ford,65,DNF,0
NC,8,Peter Gethin,BRM,65,DNF,0
NC,11,Denny Hulme,McLaren Ford,48,DNF,0
NC,25,Howden Ganley,BRM,38,DNF,0
NC,10,Reine Wisell,BRM,24,DNF,0
NC,7,Mario Andretti,Ferrari,23,DNF,0
NC,15,Mike Hailwood,Surtees Ford,20,DNF,0
NC,2,Ronnie Peterson,March Ford,16,DNF,0
NC,16,Rolf Stommelen,Eifelland Ford,15,DNF,0
NC,19,Jean-Pierre Beltoise,BRM,9,DNF,0
NC,24,Niki Lauda,March Ford,7,DNF,0
NC,28,Alex Soler-Roig,BRM,6,DNF,0
