POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Emerson Fittipaldi,Lotus Ford,55,1:29:58.400,9
2,10,Mike Hailwood,Surtees Ford,55,+14.500s,6
3,14,Denny Hulme,McLaren Ford,55,+23.800s,4
4,15,Peter Revson,McLaren Ford,55,+35.700s,3
5,28,Graham Hill,Brabham Ford,55,+65.600s,2
6,23,Peter Gethin,BRM,55,+81.900s,1
7,3,Mario Andretti,Ferrari,54,+1 lap,0
8,21,Jean-Pierre Beltoise,BRM,54,+1 lap,0
9,19,Ronnie Peterson,March Ford,54,+1 lap,0
10,16,Mike Beuttler,March Ford,54,+1 lap,0
11,22,Howden Ganley,BRM,52,+3 laps,0
12,24,Reine Wisell,BRM,51,+4 laps,0
13,18,Niki Lauda,March Ford,50,+5 laps,0
NC,4,Jacky Ickx,Ferrari,46,DNF,0
NC,20,Chris Amon,Matra,38,DNF,0
NC,9,Andrea de Adamich,Surtees Ford,33,DNF,0
NC,7,John Surtees,Surtees Ford,20,DNF,0
NC,8,Tim Schenken,Surtees Ford,20,DNF,0
NC,29,Wilson Fittipaldi,Brabham Ford,20,DNF,0
NC,5,Clay Regazzoni,Ferrari,16,DNF,0
NC,26,Carlos Pace,March Ford,15,DNF,0
NC,30,Carlos Reutemann,Brabham Ford,14,DNF,0
NC,2,Francois Cevert,Tyrrell Ford,14,DNF,0
NC,11,Nanni Galli,Tecno,6,DNF,0
NC,1,Jackie Stewart,Tyrrell Ford,0,DNF,0
