POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,18,Peter Gethin,BRM,55,1:18:12.600,9
2,25,Ronnie Peterson,March Ford,55,+0.010s,6
3,2,Francois Cevert,Tyrrell Ford,55,+0.090s,4
4,9,Mike Hailwood,Surtees Ford,55,+0.180s,3
5,19,Howden Ganley,BRM,55,+0.610s,2
6,12,Chris Amon,Matra,55,+32.360s,1
7,14,Jackie Oliver,McLaren Ford,55,+84.830s,0
8,5,Emerson Fittipaldi,Lotus Ford,54,+1 lap,0
9,20,Jo Siffert,BRM,53,+2 laps,0
10,28,Jo Bonnier,McLaren Ford,51,+4 laps,0
NC,10,Graham Hill,Brabham Ford,47,DNF,0
NC,26,Jean-Pierre Jarier,March Ford,47,+8 laps,0
NC,24,Mike Beuttler,March Ford,41,DNF,0
NC,16,Henri Pescarolo,March Ford,40,DNF,0
NC,23,Andrea de Adamich,March Alfa Romeo,33,DNF,0
NC,4,Clay Regazzoni,Ferrari,17,DNF,0
NC,3,Jacky Ickx,Ferrari,15,DNF,0
NC,30,Jackie Stewart,Tyrrell Ford,15,DNF,0
NC,22,Nanni Galli,March Ford,11,DNF,0
NC,27,Silvio Moser,Bellasi Ford,5,DNF,0
NC,11,Tim Schenken,Brabham Ford,5,DNF,0
NC,21,Helmut Marko,BRM,3,DNF,0
NC,8,Rolf Stommelen,Surtees Ford,,DNS,0
