POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,11,Jackie Stewart,Tyrrell Ford,80,1:52:21.300,9
2,17,Ronnie Peterson,March Ford,80,+25.600s,6
3,4,Jacky Ickx,Ferrari,80,+53.300s,4
4,9,Denny Hulme,McLaren Ford,80,+66.700s,3
5,1,Emerson Fittipaldi,Lotus Ford,79,+1 lap,2
6,24,Rolf Stommelen,Surtees Ford,79,+1 lap,1
7,22,John Surtees,Surtees Ford,79,+1 lap,0
8,27,Henri Pescarolo,March Ford,77,+3 laps,0
9,15,Pedro Rodriguez,BRM,76,+4 laps,0
10,8,Tim Schenken,Brabham Ford,76,+4 laps,0
NC,14,Jo Siffert,BRM,58,DNF,0
NC,21,Jean-Pierre Beltoise,Matra,47,DNF,0
NC,20,Chris Amon,Matra,45,DNF,0
NC,3,Clay Regazzoni,Ferrari,24,DNF,0
NC,10,Peter Gethin,McLaren Ford,22,DNF,0
NC,2,Reine Wisell,Lotus Ford,21,DNF,0
NC,12,Francois Cevert,Tyrrell Ford,5,DNF,0
NC,7,Graham Hill,Brabham Ford,1,DNF,0
