POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Juan Manuel Fangio,Maserati,77,3:07:46.400,8
2,10,Luigi Musso,Ferrari,77,+50.800s,7
3,12,Peter Collins,Ferrari,77,+126.000s,4
4,14,Mike Hawthorn,Ferrari,76,+1 lap,3
5,6,Harry Schell,Maserati,70,+7 laps,2
6,4,Jean Behra,Maserati,70,+7 laps,0
7,24,Mike MacDowel,Cooper Climax,,SHC,0
7,24,Jack Brabham,Cooper Climax,68,+9 laps,0
NC,18,Stuart Lewis-Evans,Vanwall,30,DNF,0
NC,8,Carlos Menditeguy,Maserati,30,DNF,0
NC,20,Roy Salvadori,Vanwall,25,DNF,0
NC,28,Herbert MacKay-Fraser,BRM,24,DNF,0
NC,16,Maurice Trintignant,Ferrari,23,DNF,0
NC,30,Horace Gould,Maserati,4,DNF,0
NC,22,Jack Brabham,Cooper Climax,4,DNF,0
NC,26,Ron Flockhart,BRM,2,DNF,0
