POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Juan Manuel Fangio,Maserati,22,3:30:38.300,9
2,8,Mike Hawthorn,Ferrari,22,+3.600s,6
3,7,Peter Collins,Ferrari,22,+35.600s,4
4,6,Luigi Musso,Ferrari,22,+217.600s,3
5,10,Stirling Moss,Vanwall,22,+277.500s,2
6,2,Jean Behra,Maserati,22,+278.500s,0
7,3,Harry Schell,Maserati,22,+407.500s,0
8,16,Masten Gregory,Maserati,21,+1 lap,0
9,11,Tony Brooks,Vanwall,21,+1 lap,0
10,4,Giorgio Scarlatti,Maserati,21,+1 lap,0
11,15,Bruce Halford,Maserati,21,+1 lap,0
12,21,Edgar Barth,Porsche (F2),21,+1 lap,0
13,28,Brian Naylor,Cooper Climax,20,+2 laps,0
14,27,Carel Godin de Beaufort,Porsche (F2),20,+2 laps,0
15,25,Tony Marsh,Cooper Climax,17,+5 laps,0
NC,17,Hans Herrmann,Maserati,14,DNF,0
NC,20,Umberto Maglioli,Porsche (F2),13,DNF,0
NC,18,Paco Godia,Maserati,11,DNF,0
NC,23,Roy Salvadori,Cooper Climax,11,DNF,0
NC,12,Stuart Lewis-Evans,Vanwall,10,DNF,0
NC,24,Jack Brabham,Cooper Climax,6,DNF,0
NC,26,Paul England,Cooper Climax,4,DNF,0
NC,29,Dick Gibson,Cooper Climax,3,DNF,0
NC,19,Horace Gould,Maserati,1,DNF,0
