POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Nico Rosberg,Mercedes,57,1:48:15.565,25
2,44,Lewis Hamilton,Mercedes,57,+8.060s,18
3,5,Sebastian Vettel,Ferrari,57,+9.643s,15
4,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,57,+24.330s,12
5,19,Felipe Massa,Williams Mercedes,57,+58.979s,10
6,8,Romain Grosjean,Haas Ferrari,57,+72.081s,8
7,27,Nico Hulkenberg,Force India Mercedes,57,+74.199s,6
8,77,Valtteri Bottas,Williams Mercedes,57,+75.153s,4
9,55,Carlos Sainz,Toro Rosso Ferrari,57,+75.680s,2
10,33,Max Verstappen,Toro Rosso Ferrari,57,+76.833s,1
11,30,Jolyon Palmer,Renault,57,+83.399s,0
12,20,Kevin Magnussen,Renault,57,+85.606s,0
13,11,Sergio Perez,Force India Mercedes,57,+91.699s,0
14,22,Jenson Button,McLaren Honda,56,+1 lap,0
15,12,Felipe Nasr,Sauber Ferrari,56,+1 lap,0
16,94,Pascal Wehrlein,MRT Mercedes,56,+1 lap,0
NC,9,Marcus Ericsson,Sauber Ferrari,38,DNF,0
NC,7,Kimi Räikkönen,Ferrari,21,DNF,0
NC,88,Rio Haryanto,MRT Mercedes,17,DNF,0
NC,21,Esteban Gutierrez,Haas Ferrari,16,DNF,0
NC,14,Fernando Alonso,McLaren Honda,16,DNF,0
NC,26,Daniil Kvyat,Red Bull Racing TAG Heuer,0,DNS,0
