POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,52,1:34:55.831,25
2,33,Max Verstappen,Red Bull Racing TAG Heuer,52,+8.250s,18
3,6,Nico Rosberg,Mercedes,52,+16.911s,15
4,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,52,+26.211s,12
5,7,Kimi Räikkönen,Ferrari,52,+69.743s,10
6,11,Sergio Perez,Force India Mercedes,52,+76.941s,8
7,27,Nico Hulkenberg,Force India Mercedes,52,+77.712s,6
8,55,Carlos Sainz,Toro Rosso Ferrari,52,+85.858s,4
9,5,Sebastian Vettel,Ferrari,52,+91.654s,2
10,26,Daniil Kvyat,Toro Rosso Ferrari,52,+92.600s,1
11,19,Felipe Massa,Williams Mercedes,51,+1 lap,0
12,22,Jenson Button,McLaren Honda,51,+1 lap,0
13,14,Fernando Alonso,McLaren Honda,51,+1 lap,0
14,77,Valtteri Bottas,Williams Mercedes,51,+1 lap,0
15,12,Felipe Nasr,Sauber Ferrari,51,+1 lap,0
16,21,Esteban Gutierrez,Haas Ferrari,51,+1 lap,0
17,20,Kevin Magnussen,Renault,49,DNF,0
NC,30,Jolyon Palmer,Renault,37,DNF,0
NC,88,Rio Haryanto,MRT Mercedes,24,DNF,0
NC,8,Romain Grosjean,Haas Ferrari,17,DNF,0
NC,9,Marcus Ericsson,Sauber Ferrari,11,DNF,0
NC,94,Pascal Wehrlein,MRT Mercedes,6,DNF,0
