POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,70,1:40:30.115,25
2,6,Nico Rosberg,Mercedes,70,+1.977s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,70,+27.539s,15
4,5,Sebastian Vettel,Ferrari,70,+28.213s,12
5,33,Max Verstappen,Red Bull Racing TAG Heuer,70,+48.659s,10
6,7,Kimi Räikkönen,Ferrari,70,+49.044s,8
7,14,Fernando Alonso,McLaren Honda,69,+1 lap,6
8,55,Carlos Sainz,Toro Rosso Ferrari,69,+1 lap,4
9,77,Valtteri Bottas,Williams Mercedes,69,+1 lap,2
10,27,Nico Hulkenberg,Force India Mercedes,69,+1 lap,1
11,11,Sergio Perez,Force India Mercedes,69,+1 lap,0
12,30,Jolyon Palmer,Renault,69,+1 lap,0
13,21,Esteban Gutierrez,Haas Ferrari,69,+1 lap,0
14,8,Romain Grosjean,Haas Ferrari,69,+1 lap,0
15,20,Kevin Magnussen,Renault,69,+1 lap,0
16,26,Daniil Kvyat,Toro Rosso Ferrari,69,+1 lap,0
17,12,Felipe Nasr,Sauber Ferrari,69,+1 lap,0
18,19,Felipe Massa,Williams Mercedes,68,+2 laps,0
19,94,Pascal Wehrlein,MRT Mercedes,68,+2 laps,0
20,9,Marcus Ericsson,Sauber Ferrari,68,+2 laps,0
21,88,Rio Haryanto,MRT Mercedes,68,+2 laps,0
NC,22,Jenson Button,McLaren Honda,60,DNF,0
