POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,71,1:27:38.107,25
2,33,Max Verstappen,Red Bull Racing TAG Heuer,71,+5.719s,18
3,7,Kimi Räikkönen,Ferrari,71,+6.024s,15
4,6,Nico Rosberg,Mercedes,71,+26.710s,12
5,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,71,+30.981s,10
6,22,Jenson Button,McLaren Honda,71,+37.706s,8
7,8,Romain Grosjean,Haas Ferrari,71,+44.668s,6
8,55,Carlos Sainz,Toro Rosso Ferrari,71,+47.400s,4
9,77,Valtteri Bottas,Williams Mercedes,70,+1 lap,2
10,94,Pascal Wehrlein,MRT Mercedes,70,+1 lap,1
11,21,Esteban Gutierrez,Haas Ferrari,70,+1 lap,0
12,30,Jolyon Palmer,Renault,70,+1 lap,0
13,12,Felipe Nasr,Sauber Ferrari,70,+1 lap,0
14,20,Kevin Magnussen,Renault,70,+1 lap,0
15,9,Marcus Ericsson,Sauber Ferrari,70,+1 lap,0
16,88,Rio Haryanto,MRT Mercedes,70,+1 lap,0
17,11,Sergio Perez,Force India Mercedes,69,DNF,0
18,14,Fernando Alonso,McLaren Honda,64,DNF,0
19,27,Nico Hulkenberg,Force India Mercedes,64,DNF,0
20,19,Felipe Massa,Williams Mercedes,63,DNF,0
NC,5,Sebastian Vettel,Ferrari,26,DNF,0
NC,26,Daniil Kvyat,Toro Rosso Ferrari,2,DNF,0
