POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,71,1:40:31.402,25
2,6,Nico Rosberg,Mercedes,71,+8.354s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,71,+20.858s,15
4,33,Max Verstappen,Red Bull Racing TAG Heuer,71,+21.323s,12
5,5,Sebastian Vettel,Ferrari,71,+27.313s,10
6,7,Kimi Räikkönen,Ferrari,71,+49.376s,8
7,27,Nico Hulkenberg,Force India Mercedes,71,+58.891s,6
8,77,Valtteri Bottas,Williams Mercedes,71,+65.612s,4
9,19,Felipe Massa,Williams Mercedes,71,+76.206s,2
10,11,Sergio Perez,Force India Mercedes,71,+76.798s,1
11,9,Marcus Ericsson,Sauber Ferrari,70,+1 lap,0
12,22,Jenson Button,McLaren Honda,70,+1 lap,0
13,14,Fernando Alonso,McLaren Honda,70,+1 lap,0
14,30,Jolyon Palmer,Renault,70,+1 lap,0
15,12,Felipe Nasr,Sauber Ferrari,70,+1 lap,0
16,55,Carlos Sainz,Toro Rosso Ferrari,70,+1 lap,0
17,20,Kevin Magnussen,Renault,70,+1 lap,0
18,26,Daniil Kvyat,Toro Rosso Ferrari,70,+1 lap,0
19,21,Esteban Gutierrez,Haas Ferrari,70,+1 lap,0
20,8,Romain Grosjean,Haas Ferrari,70,+1 lap,0
21,31,Esteban Ocon,MRT Mercedes,69,+2 laps,0
NC,94,Pascal Wehrlein,MRT Mercedes,0,DNF,0
