POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Nico Rosberg,Mercedes,57,1:33:34.696,25
2,7,Kimi Räikkönen,Ferrari,57,+10.282s,18
3,44,Lewis Hamilton,Mercedes,57,+30.148s,15
4,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,57,+62.494s,12
5,8,Romain Grosjean,Haas Ferrari,57,+78.299s,10
6,33,Max Verstappen,Toro Rosso Ferrari,57,+80.929s,8
7,26,Daniil Kvyat,Red Bull Racing TAG Heuer,56,+1 lap,6
8,19,Felipe Massa,Williams Mercedes,56,+1 lap,4
9,77,Valtteri Bottas,Williams Mercedes,56,+1 lap,2
10,47,Stoffel Vandoorne,McLaren Honda,56,+1 lap,1
11,20,Kevin Magnussen,Renault,56,+1 lap,0
12,9,Marcus Ericsson,Sauber Ferrari,56,+1 lap,0
13,94,Pascal Wehrlein,MRT Mercedes,56,+1 lap,0
14,12,Felipe Nasr,Sauber Ferrari,56,+1 lap,0
15,27,Nico Hulkenberg,Force India Mercedes,56,+1 lap,0
16,11,Sergio Perez,Force India Mercedes,56,+1 lap,0
17,88,Rio Haryanto,MRT Mercedes,56,+1 lap,0
NC,55,Carlos Sainz,Toro Rosso Ferrari,29,DNF,0
NC,21,Esteban Gutierrez,Haas Ferrari,9,DNF,0
NC,22,Jenson Button,McLaren Honda,6,DNF,0
NC,5,Sebastian Vettel,Ferrari,0,DNS,0
NC,30,Jolyon Palmer,Renault,0,DNS,0
