POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Felipe Massa,Ferrari,58,1:26:42.161,10
2,6,Kimi Räikkönen,Ferrari,58,+2.275s,8
3,1,Fernando Alonso,McLaren Mercedes,58,+26.181s,6
4,9,Nick Heidfeld,Sauber BMW,58,+39.674s,5
5,2,Lewis Hamilton,McLaren Mercedes,58,+45.085s,4
6,4,Heikki Kovalainen,Renault,58,+46.169s,3
7,16,Nico Rosberg,Williams Toyota,58,+55.778s,2
8,10,Robert Kubica,Sauber BMW,58,+56.707s,1
9,3,Giancarlo Fisichella,Renault,58,+59.491s,0
10,14,David Coulthard,Red Bull Renault,58,+71.009s,0
11,17,Alexander Wurz,Williams Toyota,58,+79.628s,0
12,11,Ralf Schumacher,Toyota,57,+1 lap,0
13,7,Jenson Button,Honda,57,+1 lap,0
14,23,Anthony Davidson,Super Aguri Honda,57,+1 lap,0
15,18,Vitantonio Liuzzi,STR Ferrari,57,+1 lap,0
16,12,Jarno Trulli,Toyota,57,+1 lap,0
17,8,Rubens Barrichello,Honda,57,+1 lap,0
18,22,Takuma Sato,Super Aguri Honda,57,+1 lap,0
19,19,Sebastian Vettel,STR Ferrari,57,+1 lap,0
20,21,Sakon Yamamoto,Spyker Ferrari,56,+2 laps,0
21,20,Adrian Sutil,Spyker Ferrari,53,DNF,0
NC,15,Mark Webber,Red Bull Renault,9,DNF,0
