POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Fernando Alonso,McLaren Mercedes,60,2:06:26.358,10
2,5,Felipe Massa,Ferrari,60,+8.155s,8
3,15,Mark Webber,Red Bull Renault,60,+65.674s,6
4,17,Alexander Wurz,Williams Toyota,60,+65.937s,5
5,14,David Coulthard,Red Bull Renault,60,+73.656s,4
6,9,Nick Heidfeld,Sauber BMW,60,+80.298s,3
7,10,Robert Kubica,Sauber BMW,60,+82.415s,2
8,4,Heikki Kovalainen,Renault,59,+1 lap,1
9,2,Lewis Hamilton,McLaren Mercedes,59,+1 lap,0
10,3,Giancarlo Fisichella,Renault,59,+1 lap,0
11,8,Rubens Barrichello,Honda,59,+1 lap,0
12,23,Anthony Davidson,Super Aguri Honda,59,+1 lap,0
13,12,Jarno Trulli,Toyota,59,+1 lap,0
NC,6,Kimi Räikkönen,Ferrari,34,DNF,0
NC,22,Takuma Sato,Super Aguri Honda,19,DNF,0
NC,11,Ralf Schumacher,Toyota,18,DNF,0
NC,21,Markus Winkelhock,Spyker Ferrari,13,DNF,0
NC,7,Jenson Button,Honda,2,DNF,0
NC,20,Adrian Sutil,Spyker Ferrari,2,DNF,0
NC,16,Nico Rosberg,Williams Toyota,2,DNF,0
NC,19,Scott Speed,STR Ferrari,2,DNF,0
NC,18,Vitantonio Liuzzi,STR Ferrari,2,DNF,0
