POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Lewis Hamilton,McLaren Mercedes,73,1:31:09.965,10
2,1,Fernando Alonso,McLaren Mercedes,73,+1.518s,8
3,5,Felipe Massa,Ferrari,73,+12.842s,6
4,6,Kimi Räikkönen,Ferrari,73,+15.422s,5
5,4,Heikki Kovalainen,Renault,73,+41.402s,4
6,12,Jarno Trulli,Toyota,73,+66.703s,3
7,15,Mark Webber,Red Bull Renault,73,+67.331s,2
8,10,Sebastian Vettel,Sauber BMW,73,+67.783s,1
9,3,Giancarlo Fisichella,Renault,72,+1 lap,0
10,17,Alexander Wurz,Williams Toyota,72,+1 lap,0
11,23,Anthony Davidson,Super Aguri Honda,72,+1 lap,0
12,7,Jenson Button,Honda,72,+1 lap,0
13,19,Scott Speed,STR Ferrari,71,+2 laps,0
14,20,Adrian Sutil,Spyker Ferrari,71,+2 laps,0
15,21,Christijan Albers,Spyker Ferrari,70,+3 laps,0
16,16,Nico Rosberg,Williams Toyota,68,DNF,0
17,18,Vitantonio Liuzzi,STR Ferrari,68,DNF,0
NC,9,Nick Heidfeld,Sauber BMW,55,DNF,0
NC,22,Takuma Sato,Super Aguri Honda,13,DNF,0
NC,14,David Coulthard,Red Bull Renault,0,DNF,0
NC,11,Ralf Schumacher,Toyota,0,DNF,0
NC,8,Rubens Barrichello,Honda,0,DNF,0
