POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Felipe Massa,Ferrari,65,1:31:36.230,10
2,2,Lewis Hamilton,McLaren Mercedes,65,+6.790s,8
3,1,Fernando Alonso,McLaren Mercedes,65,+17.456s,6
4,10,Robert Kubica,Sauber BMW,65,+31.615s,5
5,14,David Coulthard,Red Bull Renault,65,+58.331s,4
6,16,Nico Rosberg,Williams Toyota,65,+59.538s,3
7,4,Heikki Kovalainen,Renault,65,+62.128s,2
8,22,Takuma Sato,Super Aguri Honda,64,+1 lap,1
9,3,Giancarlo Fisichella,Renault,64,+1 lap,0
10,8,Rubens Barrichello,Honda,64,+1 lap,0
11,23,Anthony Davidson,Super Aguri Honda,64,+1 lap,0
12,7,Jenson Button,Honda,64,+1 lap,0
13,20,Adrian Sutil,Spyker Ferrari,63,+2 laps,0
14,21,Christijan Albers,Spyker Ferrari,63,+2 laps,0
NC,9,Nick Heidfeld,Sauber BMW,46,DNF,0
NC,11,Ralf Schumacher,Toyota,44,DNF,0
NC,18,Vitantonio Liuzzi,STR Ferrari,19,DNF,0
NC,19,Scott Speed,STR Ferrari,9,DNF,0
NC,6,Kimi Räikkönen,Ferrari,9,DNF,0
NC,12,Jarno Trulli,Toyota,8,DNF,0
NC,15,Mark Webber,Red Bull Renault,7,DNF,0
NC,17,Alexander Wurz,Williams Toyota,1,DNF,0
