POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Tony Brooks,Vanwall,24,1:37:06.300,8
2,16,Mike Hawthorn,Ferrari,24,+20.700s,7
3,6,Stuart Lewis-Evans,Vanwall,24,+180.900s,4
4,40,Cliff Allison,Lotus Climax,24,+255.500s,3
5,10,Harry Schell,BRM,23,+1 lap,2
6,20,Olivier Gendebien,Ferrari,23,+1 lap,0
7,28,Maurice Trintignant,Maserati,23,+1 lap,0
8,24,Roy Salvadori,Cooper Climax,23,+1 lap,0
9,36,Jo Bonnier,Maserati,22,+2 laps,0
10,26,Maria Teresa de Filippis,Maserati,22,+2 laps,0
NC,38,Paco Godia,Maserati,22,DNF,0
NC,22,Jack Brabham,Cooper Climax,16,DNF,0
NC,42,Graham Hill,Lotus Climax,12,DNF,0
NC,18,Luigi Musso,Ferrari,5,DNF,0
NC,8,Jean Behra,BRM,5,DNF,0
NC,14,Peter Collins,Ferrari,5,DNF,0
NC,32,Wolfgang Seidel,Maserati,4,DNF,0
NC,30,Masten Gregory,Maserati,0,DNF,0
NC,2,Stirling Moss,Vanwall,0,DNF,0
