POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Mike Hawthorn,Ferrari,50,2:03:21.300,9
2,8,Stirling Moss,Vanwall,50,+24.600s,6
3,6,Wolfgang von Trips,Ferrari,50,+59.700s,4
4,34,Juan Manuel Fangio,Maserati,50,+150.600s,3
5,42,Peter Collins,Ferrari,50,+324.900s,2
6,22,Jack Brabham,Cooper Climax,49,+1 lap,0
7,36,Phil Hill,Maserati,49,+1 lap,0
8,38,Jo Bonnier,Maserati,48,+2 laps,0
9,32,Gerino Gerini,Maserati,47,+3 laps,0
10,30,Troy Ruttman,Maserati,45,+5 laps,0
NC,14,Jean Behra,BRM,41,DNF,0
NC,16,Harry Schell,BRM,41,DNF,0
11,20,Roy Salvadori,Cooper Climax,37,+13 laps,0
NC,12,Stuart Lewis-Evans,Vanwall,,SHC,0
NC,12,Tony Brooks,Vanwall,35,DNF,0
NC,24,Graham Hill,Lotus Climax,33,DNF,0
NC,40,Paco Godia,Maserati,28,DNF,0
NC,18,Maurice Trintignant,BRM,23,DNF,0
NC,10,Tony Brooks,Vanwall,16,DNF,0
NC,28,Carroll Shelby,Maserati,9,DNF,0
NC,2,Luigi Musso,Ferrari,9,DNF,0
NC,26,Cliff Allison,Lotus Climax,6,DNF,0
