POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Jim Clark,Lotus Climax,40,2:14:38.400,9
2,12,Jackie Stewart,BRM,40,+26.300s,6
3,2,John Surtees,Ferrari,40,+153.500s,4
4,16,Denny Hulme,Brabham Climax,40,+173.100s,3
5,10,Graham Hill,BRM,39,+1 lap,2
6,36,Jo Siffert,Brabham BRM,39,+1 lap,1
7,8,Mike Spence,Lotus Climax,39,+1 lap,0
8,4,Lorenzo Bandini,Ferrari,36,DNF,0
9,30,Bob Anderson,Brabham Climax,34,DNF,0
NC,18,Bruce McLaren,Cooper Climax,23,DNF,0
NC,34,Jo Bonnier,Brabham Climax,21,DNF,0
NC,24,Chris Amon,Lotus BRM,20,DNF,0
NC,22,Innes Ireland,Lotus BRM,18,DNF,0
NC,14,Dan Gurney,Brabham Climax,16,DNF,0
NC,26,Richie Ginther,Honda,9,DNF,0
NC,28,Ronnie Bucknum,Honda,4,DNF,0
NC,20,Jochen Rindt,Cooper Climax,3,DNF,0
