POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,32,Jackie Stewart,BRM,76,2:04:52.800,9
2,30,Graham Hill,BRM,76,+3.300s,6
3,12,Dan Gurney,Brabham Climax,76,+16.500s,4
4,4,Lorenzo Bandini,Ferrari,76,+75.900s,3
5,16,Bruce McLaren,Cooper Climax,75,+1 lap,2
6,40,Richard Attwood,Lotus BRM,75,+1 lap,1
7,42,Jo Bonnier,Brabham Climax,74,+2 laps,0
8,18,Jochen Rindt,Cooper Climax,74,+2 laps,0
9,38,Innes Ireland,Lotus BRM,74,+2 laps,0
10,24,Jim Clark,Lotus Climax,63,DNF,0
11,26,Mike Spence,Lotus Climax,62,DNF,0
12,6,Nino Vaccarella,Ferrari,58,DNF,0
13,50,Roberto Bussinello,BRM,58,DNF,0
14,20,Richie Ginther,Honda,56,DNF,0
NC,14,Denny Hulme,Brabham Climax,46,DNF,0
NC,46,Frank Gardner,Brabham BRM,45,DNF,0
NC,44,Jo Siffert,Brabham BRM,43,DNF,0
NC,28,Giacomo Russo,Lotus Climax,37,DNF,0
NC,8,John Surtees,Ferrari,34,DNF,0
NC,22,Ronnie Bucknum,Honda,27,DNF,0
NC,48,Masten Gregory,BRM,22,DNF,0
NC,10,Giancarlo Baghetti,Brabham Climax,12,DNF,0
NC,52,Giorgio Bassi,BRM,8,DNF,0
