POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,28,Didier Pironi,Ferrari,60,1:36:38.887,9
2,27,Gilles Villeneuve,Ferrari,60,+0.370s,6
3,3,Michele Alboreto,Tyrrell Ford,60,+67.680s,4
4,31,Jean-Pierre Jarier,Osella Ford,59,+1 lap,3
5,10,Eliseo Salazar,ATS Ford,57,+3 laps,2
DQ,9,Manfred Winkelhock,ATS Ford,54,DSQ,0
NC,36,Teo Fabi,Toleman Hart,52,+8 laps,0
NC,16,Rene Arnoux,Renault,44,DNF,0
NC,23,Bruno Giacomelli,Alfa Romeo,24,DNF,0
NC,32,Riccardo Paletti,Osella Ford,7,DNF,0
NC,15,Alain Prost,Renault,6,DNF,0
NC,22,Andrea de Cesaris,Alfa Romeo,4,DNF,0
NC,4,Brian Henton,Tyrrell Ford,0,DNF,0
