POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Nico Rosberg,Mercedes,71,1:30:02.555,25
2,44,Lewis Hamilton,Mercedes,71,+1.457s,18
3,19,Felipe Massa,Williams Mercedes,71,+41.031s,15
4,22,Jenson Button,McLaren Mercedes,71,+48.658s,12
5,1,Sebastian Vettel,Red Bull Racing Renault,71,+51.420s,10
6,14,Fernando Alonso,Ferrari,71,+61.906s,8
7,7,Kimi Räikkönen,Ferrari,71,+63.730s,6
8,27,Nico Hulkenberg,Force India Mercedes,71,+63.934s,4
9,20,Kevin Magnussen,McLaren Mercedes,71,+70.085s,2
10,77,Valtteri Bottas,Williams Mercedes,70,+1 lap,1
11,26,Daniil Kvyat,STR Renault,70,+1 lap,0
12,13,Pastor Maldonado,Lotus Renault,70,+1 lap,0
13,25,Jean-Eric Vergne,STR Renault,70,+1 lap,0
14,21,Esteban Gutierrez,Sauber Ferrari,70,+1 lap,0
15,11,Sergio Perez,Force India Mercedes,70,+1 lap,0
16,99,Adrian Sutil,Sauber Ferrari,70,+1 lap,0
17,8,Romain Grosjean,Lotus Renault,63,DNF,0
NC,3,Daniel Ricciardo,Red Bull Racing Renault,39,DNF,0
