POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,57,1:39:42.743,25
2,6,Nico Rosberg,Mercedes,57,+1.085s,18
3,11,Sergio Perez,Force India Mercedes,57,+24.067s,15
4,3,Daniel Ricciardo,Red Bull Racing Renault,57,+24.489s,12
5,27,Nico Hulkenberg,Force India Mercedes,57,+28.654s,10
6,1,Sebastian Vettel,Red Bull Racing Renault,57,+29.879s,8
7,19,Felipe Massa,Williams Mercedes,57,+31.265s,6
8,77,Valtteri Bottas,Williams Mercedes,57,+31.876s,4
9,14,Fernando Alonso,Ferrari,57,+32.595s,2
10,7,Kimi Räikkönen,Ferrari,57,+33.462s,1
11,26,Daniil Kvyat,STR Renault,57,+41.342s,0
12,8,Romain Grosjean,Lotus Renault,57,+43.143s,0
13,4,Max Chilton,Marussia Ferrari,57,+59.909s,0
14,13,Pastor Maldonado,Lotus Renault,57,+62.803s,0
15,10,Kamui Kobayashi,Caterham Renault,57,+87.900s,0
16,17,Jules Bianchi,Marussia Ferrari,56,+1 lap,0
17,22,Jenson Button,McLaren Mercedes,55,DNF,0
NC,20,Kevin Magnussen,McLaren Mercedes,40,DNF,0
NC,21,Esteban Gutierrez,Sauber Ferrari,39,DNF,0
NC,9,Marcus Ericsson,Caterham Renault,33,DNF,0
NC,25,Jean-Eric Vergne,STR Renault,18,DNF,0
NC,99,Adrian Sutil,Sauber Ferrari,17,DNF,0
