POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,52,2:26:52.094,25
2,77,Valtteri Bottas,Williams Mercedes,52,+30.135s,18
3,3,Daniel Ricciardo,Red Bull Racing Renault,52,+46.495s,15
4,22,Jenson Button,McLaren Mercedes,52,+47.390s,12
5,1,Sebastian Vettel,Red Bull Racing Renault,52,+53.864s,10
6,14,Fernando Alonso,Ferrari,52,+59.946s,8
7,20,Kevin Magnussen,McLaren Mercedes,52,+62.563s,6
8,27,Nico Hulkenberg,Force India Mercedes,52,+88.692s,4
9,26,Daniil Kvyat,STR Renault,52,+89.340s,2
10,25,Jean-Eric Vergne,STR Renault,51,+1 lap,1
11,11,Sergio Perez,Force India Mercedes,51,+1 lap,0
12,8,Romain Grosjean,Lotus Renault,51,+1 lap,0
13,99,Adrian Sutil,Sauber Ferrari,51,+1 lap,0
14,17,Jules Bianchi,Marussia Ferrari,51,+1 lap,0
15,10,Kamui Kobayashi,Caterham Renault,50,+2 laps,0
16,4,Max Chilton,Marussia Ferrari,50,+2 laps,0
17,13,Pastor Maldonado,Lotus Renault,49,DNF,0
NC,6,Nico Rosberg,Mercedes,28,DNF,0
NC,9,Marcus Ericsson,Caterham Renault,11,DNF,0
NC,21,Esteban Gutierrez,Sauber Ferrari,9,DNF,0
NC,19,Felipe Massa,Williams Mercedes,0,DNF,0
NC,7,Kimi Räikkönen,Ferrari,0,DNF,0
