POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Daniel Ricciardo,Red Bull Racing Renault,70,1:53:05.058,25
2,14,Fernando Alonso,Ferrari,70,+5.225s,18
3,44,Lewis Hamilton,Mercedes,70,+5.857s,15
4,6,Nico Rosberg,Mercedes,70,+6.361s,12
5,19,Felipe Massa,Williams Mercedes,70,+29.841s,10
6,7,Kimi Räikkönen,Ferrari,70,+31.491s,8
7,1,Sebastian Vettel,Red Bull Racing Renault,70,+40.964s,6
8,77,Valtteri Bottas,Williams Mercedes,70,+41.344s,4
9,25,Jean-Eric Vergne,STR Renault,70,+58.527s,2
10,22,Jenson Button,McLaren Mercedes,70,+67.280s,1
11,99,Adrian Sutil,Sauber Ferrari,70,+68.169s,0
12,20,Kevin Magnussen,McLaren Mercedes,70,+78.465s,0
13,13,Pastor Maldonado,Lotus Renault,70,+84.024s,0
14,26,Daniil Kvyat,STR Renault,69,+1 lap,0
15,17,Jules Bianchi,Marussia Ferrari,69,+1 lap,0
16,4,Max Chilton,Marussia Ferrari,69,+1 lap,0
NC,21,Esteban Gutierrez,Sauber Ferrari,32,DNF,0
NC,10,Kamui Kobayashi,Caterham Renault,24,DNF,0
NC,11,Sergio Perez,Force India Mercedes,22,DNF,0
NC,27,Nico Hulkenberg,Force India Mercedes,14,DNF,0
NC,8,Romain Grosjean,Lotus Renault,10,DNF,0
NC,9,Marcus Ericsson,Caterham Renault,7,DNF,0
