POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Nico Rosberg,Mercedes,78,1:49:27.661,25
2,44,Lewis Hamilton,Mercedes,78,+9.210s,18
3,3,Daniel Ricciardo,Red Bull Racing Renault,78,+9.614s,15
4,14,Fernando Alonso,Ferrari,78,+32.452s,12
5,27,Nico Hulkenberg,Force India Mercedes,77,+1 lap,10
6,22,Jenson Button,McLaren Mercedes,77,+1 lap,8
7,19,Felipe Massa,Williams Mercedes,77,+1 lap,6
8,8,Romain Grosjean,Lotus Renault,77,+1 lap,4
9,17,Jules Bianchi,Marussia Ferrari,77,+1 lap,2
10,20,Kevin Magnussen,McLaren Mercedes,77,+1 lap,1
11,9,Marcus Ericsson,Caterham Renault,77,+1 lap,0
12,7,Kimi Räikkönen,Ferrari,77,+1 lap,0
13,10,Kamui Kobayashi,Caterham Renault,75,+3 laps,0
14,4,Max Chilton,Marussia Ferrari,75,+3 laps,0
NC,21,Esteban Gutierrez,Sauber Ferrari,59,DNF,0
NC,77,Valtteri Bottas,Williams Mercedes,55,DNF,0
NC,25,Jean-Eric Vergne,STR Renault,50,DNF,0
NC,99,Adrian Sutil,Sauber Ferrari,23,DNF,0
NC,26,Daniil Kvyat,STR Renault,10,DNF,0
NC,1,Sebastian Vettel,Red Bull Racing Renault,5,DNF,0
NC,11,Sergio Perez,Force India Mercedes,0,DNF,0
NC,13,Pastor Maldonado,Lotus Renault,,DNS,0
