POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Johnny Herbert,Benetton Renault,53,1:18:27.916,10
2,8,Mika Hakkinen,McLaren Mercedes,53,+17.779s,6
3,30,Heinz-Harald Frentzen,Sauber Ford,53,+24.321s,4
4,7,Mark Blundell,McLaren Mercedes,53,+28.223s,3
5,4,Mika Salo,Tyrrell Yamaha,52,+1 lap,2
6,29,Jean-Christophe Boullion,Sauber Ford,52,+1 lap,1
7,9,Massimiliano Papis,Footwork Hart,52,+1 lap,0
8,10,Taki Inoue,Footwork Hart,52,+1 lap,0
9,21,Pedro Diniz,Forti Ford,50,+3 laps,0
10,3,Ukyo Katayama,Tyrrell Yamaha,47,+6 laps,0
NC,27,Jean Alesi,Ferrari,45,DNF,0
NC,14,Rubens Barrichello,Jordan Peugeot,43,DNF,0
NC,15,Eddie Irvine,Jordan Peugeot,40,DNF,0
NC,28,Gerhard Berger,Ferrari,32,DNF,0
NC,24,Luca Badoer,Minardi Ford,26,DNF,0
NC,1,Michael Schumacher,Benetton Renault,23,DNF,0
NC,5,Damon Hill,Williams Renault,23,DNF,0
NC,26,Olivier Panis,Ligier Mugen Honda,20,DNF,0
NC,6,David Coulthard,Williams Renault,13,DNF,0
NC,25,Martin Brundle,Ligier Mugen Honda,10,DNF,0
NC,16,Giovanni Lavaggi,Pacific Ilmor,6,DNF,0
NC,23,Pedro Lamy,Minardi Ford,0,DNF,0
