POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Benetton Renault,71,1:38:34.154,10
2,6,David Coulthard,Williams Renault,71,+8.060s,6
3,28,Gerhard Berger,Ferrari,70,+1 lap,4
4,8,Mika Hakkinen,McLaren Mercedes,70,+1 lap,3
5,27,Jean Alesi,Ferrari,70,+1 lap,2
6,7,Mark Blundell,McLaren Mercedes,70,+1 lap,1
7,4,Mika Salo,Tyrrell Yamaha,69,+2 laps,0
8,25,Aguri Suzuki,Ligier Mugen Honda,69,+2 laps,0
9,17,Andrea Montermini,Pacific Ilmor,65,+6 laps,0
10,21,Pedro Diniz,Forti Ford,64,+7 laps,0
NC,9,Gianni Morbidelli,Footwork Hart,62,DNF,0
NC,10,Taki Inoue,Footwork Hart,48,DNF,0
NC,24,Luca Badoer,Minardi Ford,47,DNF,0
NC,22,Roberto Moreno,Forti Ford,47,DNF,0
NC,29,Karl Wendlinger,Sauber Ford,41,DNF,0
NC,5,Damon Hill,Williams Renault,30,DNF,0
NC,2,Johnny Herbert,Benetton Renault,30,DNF,0
NC,16,Bertrand Gachot,Pacific Ilmor,23,DNF,0
NC,14,Rubens Barrichello,Jordan Peugeot,16,DNF,0
NC,12,Jos Verstappen,Simtek Ford,16,DNF,0
NC,3,Ukyo Katayama,Tyrrell Yamaha,15,DNF,0
NC,15,Eddie Irvine,Jordan Peugeot,15,DNF,0
NC,11,Domenico Schiattarella,Simtek Ford,12,DNF,0
NC,30,Heinz-Harald Frentzen,Sauber Ford,10,DNF,0
NC,26,Olivier Panis,Ligier Mugen Honda,0,DNF,0
NC,23,Pierluigi Martini,Minardi Ford,0,DNF,0
