POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,27,Jean Alesi,Ferrari,69,1:46:31.333,10
2,14,Rubens Barrichello,Jordan Peugeot,69,+31.687s,6
3,15,Eddie Irvine,Jordan Peugeot,69,+33.270s,4
4,26,Olivier Panis,Ligier Mugen Honda,69,+36.506s,3
5,1,Michael Schumacher,Benetton Renault,69,+37.060s,2
6,9,Gianni Morbidelli,Footwork Hart,68,+1 lap,1
7,24,Luca Badoer,Minardi Ford,68,+1 lap,0
8,4,Mika Salo,Tyrrell Yamaha,68,+1 lap,0
9,10,Taki Inoue,Footwork Hart,67,+2 laps,0
NC,25,Martin Brundle,Ligier Mugen Honda,61,DNF,0
NC,28,Gerhard Berger,Ferrari,61,DNF,0
NC,23,Pierluigi Martini,Minardi Ford,60,DNF,0
NC,22,Roberto Moreno,Forti Ford,54,DNF,0
NC,5,Damon Hill,Williams Renault,50,DNF,0
NC,7,Mark Blundell,McLaren Mercedes,47,DNF,0
NC,3,Ukyo Katayama,Tyrrell Yamaha,42,DNF,0
NC,16,Bertrand Gachot,Pacific Ilmor,36,DNF,0
NC,30,Heinz-Harald Frentzen,Sauber Ford,26,DNF,0
NC,21,Pedro Diniz,Forti Ford,26,DNF,0
NC,29,Jean-Christophe Boullion,Sauber Ford,19,DNF,0
NC,17,Andrea Montermini,Pacific Ilmor,5,DNF,0
NC,6,David Coulthard,Williams Renault,1,DNF,0
NC,2,Johnny Herbert,Benetton Renault,0,DNF,0
NC,8,Mika Hakkinen,McLaren Mercedes,0,DNF,0
