POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Benetton Renault,45,1:22:56.043,10
2,6,David Coulthard,Williams Renault,45,+5.988s,6
3,28,Gerhard Berger,Ferrari,45,+68.097s,4
4,2,Johnny Herbert,Benetton Renault,45,+83.436s,3
5,29,Jean-Christophe Boullion,Sauber Ford,44,+1 lap,2
6,25,Aguri Suzuki,Ligier Mugen Honda,44,+1 lap,1
7,3,Ukyo Katayama,Tyrrell Yamaha,44,+1 lap,0
8,17,Andrea Montermini,Pacific Ilmor,42,+3 laps,0
9,15,Eddie Irvine,Jordan Peugeot,41,DNF,0
NC,8,Mika Hakkinen,McLaren Mercedes,33,DNF,0
NC,30,Heinz-Harald Frentzen,Sauber Ford,32,DNF,0
NC,24,Luca Badoer,Minardi Ford,28,DNF,0
NC,16,Giovanni Lavaggi,Pacific Ilmor,27,DNF,0
NC,22,Roberto Moreno,Forti Ford,27,DNF,0
NC,14,Rubens Barrichello,Jordan Peugeot,20,DNF,0
NC,7,Mark Blundell,McLaren Mercedes,17,DNF,0
NC,26,Olivier Panis,Ligier Mugen Honda,13,DNF,0
NC,27,Jean Alesi,Ferrari,12,DNF,0
NC,23,Pierluigi Martini,Minardi Ford,11,DNF,0
NC,10,Taki Inoue,Footwork Hart,9,DNF,0
NC,21,Pedro Diniz,Forti Ford,8,DNF,0
NC,5,Damon Hill,Williams Renault,1,DNF,0
NC,4,Mika Salo,Tyrrell Yamaha,0,DNF,0
NC,9,Massimiliano Papis,Footwork Hart,0,DNF,0
