POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,14,John Surtees,Honda,68,1:43:45.000,9
2,16,Jack Brabham,Brabham Repco,68,+0.200s,6
3,20,Jim Clark,Lotus Ford,68,+23.100s,4
4,30,Jochen Rindt,Cooper Maserati,68,+56.600s,3
5,36,Mike Spence,BRM,67,+1 lap,2
6,32,Jacky Ickx,Cooper Maserati,66,+2 laps,1
7,2,Chris Amon,Ferrari,64,+4 laps,0
NC,22,Graham Hill,Lotus Ford,58,DNF,0
NC,24,Giancarlo Baghetti,Lotus Ford,50,DNF,0
NC,6,Jo Siffert,Cooper Maserati,50,DNF,0
NC,4,Bruce McLaren,McLaren BRM,46,DNF,0
NC,26,Jo Bonnier,Cooper Maserati,46,DNF,0
NC,34,Jackie Stewart,BRM,45,DNF,0
NC,18,Denny Hulme,Brabham Repco,30,DNF,0
NC,12,Guy Ligier,Brabham Repco,26,DNF,0
NC,38,Chris Irwin,BRM,16,DNF,0
NC,10,Ludovico Scarfiotti,Eagle Weslake,5,DNF,0
NC,8,Dan Gurney,Eagle Weslake,4,DNF,0
