POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Pedro Rodriguez,Cooper Maserati,80,2:05:45.900,9
2,17,John Love,Cooper Climax,80,+26.400s,6
3,11,John Surtees,Honda,79,+1 lap,4
4,2,Denny Hulme,Brabham Repco,78,+2 laps,3
5,14,Bob Anderson,Brabham Climax,78,+2 laps,2
6,1,Jack Brabham,Brabham Repco,76,+4 laps,1
NC,19,Dave Charlton,Brabham Climax,63,+17 laps,0
NC,20,Luki Botha,Brabham Climax,60,+20 laps,0
NC,18,Sam Tingle,LDS Climax,56,DNF,0
NC,16,Piers Courage,Lotus BRM,51,DNF,0
NC,9,Dan Gurney,Eagle Climax,44,DNF,0
NC,12,Jo Siffert,Cooper Maserati,41,DNF,0
NC,3,Jochen Rindt,Cooper Maserati,38,DNF,0
NC,6,Mike Spence,BRM,31,DNF,0
NC,15,Jo Bonnier,Cooper Maserati,30,DNF,0
NC,7,Jim Clark,Lotus BRM,22,DNF,0
NC,8,Graham Hill,Lotus BRM,6,DNF,0
NC,5,Jackie Stewart,BRM,2,DNF,0
