POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,12,Niki Lauda,Ferrari,70,1:43:53.980,9
2,3,Jody Scheckter,Tyrrell Ford,70,+19.220s,6
3,7,Carlos Reutemann,Brabham Ford,70,+41.820s,4
4,4,Patrick Depailler,Tyrrell Ford,70,+60.080s,3
5,11,Clay Regazzoni,Ferrari,70,+63.860s,2
6,16,Tom Pryce,Shadow Ford,70,+88.450s,1
7,1,Emerson Fittipaldi,McLaren Ford,69,+1 lap,0
8,8,Carlos Pace,Brabham Ford,69,+1 lap,0
9,14,Bob Evans,BRM,68,+2 laps,0
10,18,John Watson,Surtees Ford,68,+2 laps,0
11,28,Mark Donohue,Penske Ford,67,+3 laps,0
12,30,Wilson Fittipaldi,Fittipaldi Ford,67,+3 laps,0
NC,22,Francois Migault,Hill Ford,57,DNF,0
NC,9,Vittorio Brambilla,March Ford,54,DNF,0
NC,6,Jacky Ickx,Lotus Ford,52,DNF,0
NC,5,Ronnie Peterson,Lotus Ford,36,DNF,0
NC,10,Lella Lombardi,March Ford,18,DNF,0
NC,21,Jacques Laffite,Frank Williams Racing Cars/Williams,18,DNF,0
NC,23,Tony Brise,Hill Ford,17,DNF,0
NC,24,James Hunt,Hesketh Ford,15,DNF,0
NC,17,Jean-Pierre Jarier,Shadow Ford,13,DNF,0
NC,20,Arturo Merzario,Frank Williams Racing Cars/Williams,2,DNF,0
NC,26,Alan Jones,Hesketh Ford,1,DNF,0
NC,2,Jochen Mass,McLaren Ford,0,DNF,0
