POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Emerson Fittipaldi,McLaren Ford,56,1:22:05.000,9
2,8,Carlos Pace,Brabham Ford,55,DNF,6
3,3,Jody Scheckter,Tyrrell Ford,55,DNF,4
4,24,James Hunt,Hesketh Ford,55,DNF,3
5,28,Mark Donohue,March Ford,55,DNF,2
6,9,Vittorio Brambilla,March Ford,55,+1 lap,1
7,2,Jochen Mass,McLaren Ford,55,DNF,0
8,12,Niki Lauda,Ferrari,54,+2 laps,0
9,4,Patrick Depailler,Tyrrell Ford,54,DNF,0
10,22,Alan Jones,Hill Ford,54,+2 laps,0
11,18,John Watson,Surtees Ford,54,DNF,0
12,27,Mario Andretti,Parnelli Ford,54,+2 laps,0
13,11,Clay Regazzoni,Ferrari,54,+2 laps,0
14,17,Jean-Pierre Jarier,Shadow Ford,53,DNF,0
15,23,Tony Brise,Hill Ford,53,DNF,0
16,15,Brian Henton,Lotus Ford,53,DNF,0
17,32,John Nicholson,Lyncar Ford,51,DNF,0
18,19,Dave Morgan,Surtees Ford,50,DNF,0
19,30,Wilson Fittipaldi,Fittipaldi Ford,50,DNF,0
NC,10,Hans-Joachim Stuck,March Ford,45,DNF,0
NC,6,Jim Crawford,Lotus Ford,28,DNF,0
NC,16,Tom Pryce,Shadow Ford,20,DNF,0
NC,29,Lella Lombardi,March Ford,18,DNF,0
NC,5,Ronnie Peterson,Lotus Ford,7,DNF,0
NC,21,Jacques Laffite,Frank Williams Racing Cars/Williams,5,DNF,0
NC,7,Carlos Reutemann,Brabham Ford,4,DNF,0
