POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,9,Vittorio Brambilla,March Ford,29,57:56.690,4.5
2,24,James Hunt,Hesketh Ford,29,+27.030s,3
3,16,Tom Pryce,Shadow Ford,29,+34.850s,2
4,2,Jochen Mass,McLaren Ford,29,+72.660s,1.5
5,5,Ronnie Peterson,Lotus Ford,29,+83.330s,1
6,12,Niki Lauda,Ferrari,29,+90.280s,0.5
7,11,Clay Regazzoni,Ferrari,29,+99.070s,0
8,3,Jody Scheckter,Tyrrell Ford,28,+1 lap,0
9,1,Emerson Fittipaldi,McLaren Ford,28,+1 lap,0
10,18,John Watson,Surtees Ford,28,+1 lap,0
11,4,Patrick Depailler,Tyrrell Ford,28,+1 lap,0
12,31,Chris Amon,Ensign Ford,28,+1 lap,0
13,25,Brett Lunger,Hesketh Ford,28,+1 lap,0
14,7,Carlos Reutemann,Brabham Ford,28,+1 lap,0
15,23,Tony Brise,Hill Ford,28,+1 lap,0
16,22,Rolf Stommelen,Hill Ford,27,+2 laps,0
17,29,Lella Lombardi,March Ford,26,+3 laps,0
NC,33,Roelof Wunderink,Ensign Ford,25,+4 laps,0
NC,32,Harald Ertl,Hesketh Ford,23,DNF,0
NC,21,Jacques Laffite,Frank Williams Racing Cars/Williams,21,DNF,0
NC,8,Carlos Pace,Brabham Ford,17,DNF,0
NC,20,Jo Vonlanthen,Frank Williams Racing Cars/Williams,14,DNF,0
NC,10,Hans-Joachim Stuck,March Ford,10,DNF,0
NC,17,Jean-Pierre Jarier,Shadow Matra,10,DNF,0
NC,14,Bob Evans,BRM,2,DNF,0
NC,27,Mario Andretti,Parnelli Ford,1,DNF,0
