POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,8,Carlos Pace,Brabham Ford,40,1:44:41.170,9
2,1,Emerson Fittipaldi,McLaren Ford,40,+5.790s,6
3,2,Jochen Mass,McLaren Ford,40,+36.660s,4
4,11,Clay Regazzoni,Ferrari,40,+43.280s,3
5,12,Niki Lauda,Ferrari,40,+61.880s,2
6,24,James Hunt,Hesketh Ford,40,+65.120s,1
7,27,Mario Andretti,Parnelli Ford,40,+66.810s,0
8,7,Carlos Reutemann,Brabham Ford,40,+99.620s,0
9,6,Jacky Ickx,Lotus Ford,40,+111.840s,0
10,18,John Watson,Surtees Ford,40,+149.600s,0
11,21,Jacques Laffite,Frank Williams Racing Cars/Williams,39,+1 lap,0
12,22,Graham Hill,Lola Ford,39,+1 lap,0
13,30,Wilson Fittipaldi,Fittipaldi Ford,39,+1 lap,0
14,23,Rolf Stommelen,Lola Ford,39,+1 lap,0
15,5,Ronnie Peterson,Lotus Ford,38,+2 laps,0
NC,17,Jean-Pierre Jarier,Shadow Ford,32,DNF,0
NC,4,Patrick Depailler,Tyrrell Ford,31,DNF,0
NC,16,Tom Pryce,Shadow Ford,31,DNF,0
NC,20,Arturo Merzario,Frank Williams Racing Cars/Williams,24,DNF,0
NC,14,Mike Wilds,BRM,22,DNF,0
NC,28,Mark Donohue,Penske Ford,22,DNF,0
NC,3,Jody Scheckter,Tyrrell Ford,18,DNF,0
NC,9,Vittorio Brambilla,March Ford,1,DNF,0
