POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,12,Niki Lauda,Ferrari,54,1:40:18.840,9
2,24,James Hunt,Hesketh Ford,54,+1.590s,6
3,2,Jochen Mass,McLaren Ford,54,+2.310s,4
4,1,Emerson Fittipaldi,McLaren Ford,54,+39.770s,3
5,27,Mario Andretti,Parnelli Ford,54,+62.080s,2
6,4,Patrick Depailler,Tyrrell Ford,54,+67.400s,1
7,23,Tony Brise,Hill Ford,54,+69.610s,0
8,17,Jean-Pierre Jarier,Shadow Ford,54,+79.780s,0
9,3,Jody Scheckter,Tyrrell Ford,54,+91.680s,0
10,5,Ronnie Peterson,Lotus Ford,54,+96.020s,0
11,21,Jacques Laffite,Frank Williams Racing Cars/Williams,54,+96.770s,0
12,15,Jean-Pierre Jabouille,Tyrrell Ford,54,+97.130s,0
13,18,John Watson,Surtees Ford,53,+1 lap,0
14,7,Carlos Reutemann,Brabham Ford,53,+1 lap,0
15,31,Gijs van Lennep,Ensign Ford,53,+1 lap,0
16,22,Alan Jones,Hill Ford,53,+1 lap,0
17,14,Bob Evans,BRM,52,+2 laps,0
18,10,Lella Lombardi,March Ford,50,+4 laps,0
NC,8,Carlos Pace,Brabham Ford,26,DNF,0
NC,6,Jacky Ickx,Lotus Ford,17,DNF,0
NC,30,Wilson Fittipaldi,Fittipaldi Ford,14,DNF,0
NC,28,Mark Donohue,Penske Ford,6,DNF,0
NC,9,Vittorio Brambilla,March Ford,6,DNF,0
NC,11,Clay Regazzoni,Ferrari,6,DNF,0
NC,16,Tom Pryce,Shadow Ford,2,DNF,0
