POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,12,Niki Lauda,Ferrari,75,2:01:21.310,9
2,1,Emerson Fittipaldi,McLaren Ford,75,+2.780s,6
3,8,Carlos Pace,Brabham Ford,75,+17.810s,4
4,5,Ronnie Peterson,Lotus Ford,75,+38.450s,3
5,4,Patrick Depailler,Tyrrell Ford,75,+40.860s,2
6,2,Jochen Mass,McLaren Ford,75,+42.070s,1
7,3,Jody Scheckter,Tyrrell Ford,74,+1 lap,0
8,6,Jacky Ickx,Lotus Ford,74,+1 lap,0
9,7,Carlos Reutemann,Brabham Ford,73,+2 laps,0
NC,28,Mark Donohue,Penske Ford,66,DNF,0
NC,24,James Hunt,Hesketh Ford,63,DNF,0
NC,26,Alan Jones,Hesketh Ford,61,DNF,0
NC,9,Vittorio Brambilla,March Ford,48,DNF,0
NC,16,Tom Pryce,Shadow Ford,39,DNF,0
NC,18,John Watson,Surtees Ford,36,DNF,0
NC,11,Clay Regazzoni,Ferrari,36,DNF,0
NC,27,Mario Andretti,Parnelli Ford,9,DNF,0
NC,17,Jean-Pierre Jarier,Shadow Ford,0,DNF,0
