POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Nico Rosberg,Mercedes,71,1:30:16.930,25
2,44,Lewis Hamilton,Mercedes,71,+8.800s,18
3,19,Felipe Massa,Williams Mercedes,71,+17.573s,15
4,5,Sebastian Vettel,Ferrari,71,+18.181s,12
5,77,Valtteri Bottas,Williams Mercedes,71,+53.604s,10
6,27,Nico Hulkenberg,Force India Mercedes,71,+64.075s,8
7,13,Pastor Maldonado,Lotus Mercedes,70,+1 lap,6
8,33,Max Verstappen,STR Renault,70,+1 lap,4
9,11,Sergio Perez,Force India Mercedes,70,+1 lap,2
10,3,Daniel Ricciardo,Red Bull Racing Renault,70,+1 lap,1
11,12,Felipe Nasr,Sauber Ferrari,70,+1 lap,0
12,26,Daniil Kvyat,Red Bull Racing Renault,70,+1 lap,0
13,9,Marcus Ericsson,Sauber Ferrari,69,+2 laps,0
14,98,Roberto Merhi,Marussia Ferrari,68,+3 laps,0
NC,8,Romain Grosjean,Lotus Mercedes,35,DNF,0
NC,55,Carlos Sainz,STR Renault,35,DNF,0
NC,22,Jenson Button,McLaren Honda,8,DNF,0
NC,28,Will Stevens,Marussia Ferrari,1,DNF,0
NC,7,Kimi Räikkönen,Ferrari,0,DNF,0
NC,14,Fernando Alonso,McLaren Honda,0,DNF,0
