POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,56,1:39:42.008,25
2,6,Nico Rosberg,Mercedes,56,+0.714s,18
3,5,Sebastian Vettel,Ferrari,56,+2.988s,15
4,7,Kimi Räikkönen,Ferrari,56,+3.835s,12
5,19,Felipe Massa,Williams Mercedes,56,+8.544s,10
6,77,Valtteri Bottas,Williams Mercedes,56,+9.885s,8
7,8,Romain Grosjean,Lotus Mercedes,56,+19.008s,6
8,12,Felipe Nasr,Sauber Ferrari,56,+22.625s,4
9,3,Daniel Ricciardo,Red Bull Racing Renault,56,+32.117s,2
10,9,Marcus Ericsson,Sauber Ferrari,55,+1 lap,1
11,11,Sergio Perez,Force India Mercedes,55,+1 lap,0
12,14,Fernando Alonso,McLaren Honda,55,+1 lap,0
13,55,Carlos Sainz,STR Renault,55,+1 lap,0
14,22,Jenson Button,McLaren Honda,55,+1 lap,0
15,28,Will Stevens,Marussia Ferrari,54,+2 laps,0
16,98,Roberto Merhi,Marussia Ferrari,54,+2 laps,0
17,33,Max Verstappen,STR Renault,52,DNF,0
NC,13,Pastor Maldonado,Lotus Mercedes,49,DNF,0
NC,26,Daniil Kvyat,Red Bull Racing Renault,15,DNF,0
NC,27,Nico Hulkenberg,Force India Mercedes,9,DNF,0
