POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Nico Rosberg,Mercedes,78,1:49:18.420,25
2,5,Sebastian Vettel,Ferrari,78,+4.486s,18
3,44,Lewis Hamilton,Mercedes,78,+6.053s,15
4,26,Daniil Kvyat,Red Bull Racing Renault,78,+11.965s,12
5,3,Daniel Ricciardo,Red Bull Racing Renault,78,+13.608s,10
6,7,Kimi Räikkönen,Ferrari,78,+14.345s,8
7,11,Sergio Perez,Force India Mercedes,78,+15.013s,6
8,22,Jenson Button,McLaren Honda,78,+16.063s,4
9,12,Felipe Nasr,Sauber Ferrari,78,+23.626s,2
10,55,Carlos Sainz,STR Renault,78,+25.056s,1
11,27,Nico Hulkenberg,Force India Mercedes,78,+26.232s,0
12,8,Romain Grosjean,Lotus Mercedes,78,+28.415s,0
13,9,Marcus Ericsson,Sauber Ferrari,78,+31.159s,0
14,77,Valtteri Bottas,Williams Mercedes,78,+45.789s,0
15,19,Felipe Massa,Williams Mercedes,77,+1 lap,0
16,98,Roberto Merhi,Marussia Ferrari,76,+2 laps,0
17,28,Will Stevens,Marussia Ferrari,76,+2 laps,0
NC,33,Max Verstappen,STR Renault,62,DNF,0
NC,14,Fernando Alonso,McLaren Honda,41,DNF,0
NC,13,Pastor Maldonado,Lotus Mercedes,5,DNF,0
