POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Nico Rosberg,Mercedes,71,1:31:09.090,25
2,44,Lewis Hamilton,Mercedes,71,+7.756s,18
3,5,Sebastian Vettel,Ferrari,71,+14.244s,15
4,7,Kimi Räikkönen,Ferrari,71,+47.543s,12
5,77,Valtteri Bottas,Williams Mercedes,70,+1 lap,10
6,27,Nico Hulkenberg,Force India Mercedes,70,+1 lap,8
7,26,Daniil Kvyat,Red Bull Racing Renault,70,+1 lap,6
EX,19,Felipe Massa,Williams Mercedes,70,+1 lap,0
8,8,Romain Grosjean,Lotus Mercedes,70,+1 lap,4
9,33,Max Verstappen,STR Renault,70,+1 lap,2
10,13,Pastor Maldonado,Lotus Mercedes,70,+1 lap,1
11,3,Daniel Ricciardo,Red Bull Racing Renault,70,+1 lap,0
12,11,Sergio Perez,Force India Mercedes,70,+1 lap,0
13,12,Felipe Nasr,Sauber Ferrari,70,+1 lap,0
14,22,Jenson Button,McLaren Honda,70,+1 lap,0
15,14,Fernando Alonso,McLaren Honda,70,+1 lap,0
16,9,Marcus Ericsson,Sauber Ferrari,69,+2 laps,0
17,28,Will Stevens,Marussia Ferrari,67,+4 laps,0
18,53,Alexander Rossi,Marussia Ferrari,67,+4 laps,0
NC,55,Carlos Sainz,STR Renault,0,DNF,0
