POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Nico Rosberg,Mercedes,66,1:41:12.555,25
2,44,Lewis Hamilton,Mercedes,66,+17.551s,18
3,5,Sebastian Vettel,Ferrari,66,+45.342s,15
4,77,Valtteri Bottas,Williams Mercedes,66,+59.217s,12
5,7,Kimi Räikkönen,Ferrari,66,+60.002s,10
6,19,Felipe Massa,Williams Mercedes,66,+81.314s,8
7,3,Daniel Ricciardo,Red Bull Racing Renault,65,+1 lap,6
8,8,Romain Grosjean,Lotus Mercedes,65,+1 lap,4
9,55,Carlos Sainz,STR Renault,65,+1 lap,2
10,26,Daniil Kvyat,Red Bull Racing Renault,65,+1 lap,1
11,33,Max Verstappen,STR Renault,65,+1 lap,0
12,12,Felipe Nasr,Sauber Ferrari,65,+1 lap,0
13,11,Sergio Perez,Force India Mercedes,65,+1 lap,0
14,9,Marcus Ericsson,Sauber Ferrari,65,+1 lap,0
15,27,Nico Hulkenberg,Force India Mercedes,65,+1 lap,0
16,22,Jenson Button,McLaren Honda,65,+1 lap,0
17,28,Will Stevens,Marussia Ferrari,63,+3 laps,0
18,98,Roberto Merhi,Marussia Ferrari,62,+4 laps,0
NC,13,Pastor Maldonado,Lotus Mercedes,45,DNF,0
NC,14,Fernando Alonso,McLaren Honda,26,DNF,0
