POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Niki Lauda,Ferrari,70,1:42:53.230,9
2,2,Clay Regazzoni,Ferrari,70,+3.460s,6
3,26,Jacques Laffite,Ligier Matra,70,+35.380s,4
4,3,Jody Scheckter,Tyrrell Ford,70,+91.080s,3
5,19,Alan Jones,Surtees Ford,69,+1 lap,2
6,12,Jochen Mass,McLaren Ford,69,+1 lap,1
7,28,John Watson,Penske Ford,69,+1 lap,0
8,37,Larry Perkins,Boro Ford,69,+1 lap,0
9,17,Jean-Pierre Jarier,Shadow Ford,69,+1 lap,0
10,16,Tom Pryce,Shadow Ford,68,+2 laps,0
11,21,Michel Leclere,Wolf-Williams,68,+2 laps,0
12,32,Loris Kessel,null,63,+7 laps,0
NC,18,Brett Lunger,Surtees Ford,62,DNF,0
NC,8,Carlos Pace,Brabham Alfa Romeo,58,DNF,0
NC,22,Chris Amon,Ensign Ford,51,DNF,0
NC,11,James Hunt,McLaren Ford,35,DNF,0
NC,34,Hans-Joachim Stuck,March Ford,33,DNF,0
NC,24,Harald Ertl,Hesketh Ford,31,DNF,0
NC,4,Patrick Depailler,Tyrrell Ford,29,DNF,0
NC,5,Mario Andretti,Lotus Ford,28,DNF,0
NC,33,Patrick Neve,null,24,DNF,0
NC,35,Arturo Merzario,March Ford,21,DNF,0
NC,7,Carlos Reutemann,Brabham Alfa Romeo,17,DNF,0
NC,10,Ronnie Peterson,March Ford,16,DNF,0
NC,6,Gunnar Nilsson,Lotus Ford,7,DNF,0
NC,9,Vittorio Brambilla,March Ford,6,DNF,0
